,usertoken,date,preq_gender,preq_race,preq_education,preq_age,postq_economic,postq_social,postq_attention1,postq_attention2,exclude,account_index,condition_account,condition_accAlias,condition_block,condition_emotionSort,condition_showImage,count_tweets,sourceComment,credibility_choice,credibility_uncertainty,credibility_time,politicalOrientation_choice,politicalOrientation_uncertainty,politicalOrientation_time,inst_nCredibleNCertain,inst_nCredibleNCertainUncertainty,inst_credibleCertainChoice,inst_credibleCertainUncertainty
128,IhmKLqOr,9/8/20,Male,White/Caucasian/European,Undergraduate,28,Slightly Conservative,Slightly Conservative,I would call to tell them and try to reschedule the interview. ,I would wait around or look for the cashier.,0,5,Jerusalem_Post,H,TRUE,happy,TRUE,5,seemed fair enough to both in my view from the text read,0.507207647,0.023963037,1.60E+12,0.028793116,0.009585215,1.60E+12,,,,
129,IhmKLqOr,9/8/20,Male,White/Caucasian/European,Undergraduate,28,Slightly Conservative,Slightly Conservative,I would call to tell them and try to reschedule the interview. ,I would wait around or look for the cashier.,0,6,CNNPolitics,G,TRUE,happy,FALSE,5,seemed a bit left leaning to me based on text,0.588681973,0.01917043,1.60E+12,-0.685305424,0.095852148,1.60E+12,,,,
130,IhmKLqOr,9/8/20,Male,White/Caucasian/European,Undergraduate,28,Slightly Conservative,Slightly Conservative,I would call to tell them and try to reschedule the interview. ,I would wait around or look for the cashier.,0,7,amlookout,B,TRUE,happy,FALSE,5,seems right leaning based on text to me,0.600663491,0.014377822,1.60E+12,0.747684226,0.028755644,1.60E+12,,,,
131,rnjJTPFd,9/8/20,Male,White/Caucasian/European,Masters,30,Very Consertavite,Very Consertavite,i thought that how to reset this problem.,i discuss about clearly what happened truly.,0,0,amlookout,B,TRUE,angry,TRUE,12,because of my opinion,0.940938617,0.600663491,1.60E+12,0.929803308,1.239667842,1.60E+12,,,,
132,rnjJTPFd,9/8/20,Male,White/Caucasian/European,Masters,30,Very Consertavite,Very Consertavite,i thought that how to reset this problem.,i discuss about clearly what happened truly.,0,1,CNNPolitics,G,TRUE,angry,TRUE,6,credibility is very important to us.,0.857067987,0.605456099,1.60E+12,0.853121589,1.024000509,1.60E+12,,,,
133,rnjJTPFd,9/8/20,Male,White/Caucasian/European,Masters,30,Very Consertavite,Very Consertavite,i thought that how to reset this problem.,i discuss about clearly what happened truly.,0,2,opednews,C,TRUE,angry,FALSE,6,this is very influenced in political,0.914579276,0.619833921,1.60E+12,0.867499411,1.234875234,1.60E+12,,,,
134,rnjJTPFd,9/8/20,Male,White/Caucasian/European,Masters,30,Very Consertavite,Very Consertavite,i thought that how to reset this problem.,i discuss about clearly what happened truly.,0,3,MotherJones,E,TRUE,angry,FALSE,7,its very conservative in political parties.,0.861860595,0.540755899,1.60E+12,0.896255056,1.162986123,1.60E+12,,,,
135,rnjJTPFd,9/8/20,Male,White/Caucasian/European,Masters,30,Very Consertavite,Very Consertavite,i thought that how to reset this problem.,i discuss about clearly what happened truly.,0,4,InvestWatchBlog,D,TRUE,angry,FALSE,5,its very influenced by this source of credibility.,0.907390365,0.59347458,1.60E+12,0.94418113,1.33551999,1.60E+12,,,,
136,rnjJTPFd,9/8/20,Male,White/Caucasian/European,Masters,30,Very Consertavite,Very Consertavite,i thought that how to reset this problem.,i discuss about clearly what happened truly.,0,5,veteranstoday,A,TRUE,angry,TRUE,5,Because of they are well in political sides so i very conservative this.,0.964901654,0.61264501,1.60E+12,0.958558952,1.306764345,1.60E+12,,,,
137,rnjJTPFd,9/8/20,Male,White/Caucasian/European,Masters,30,Very Consertavite,Very Consertavite,i thought that how to reset this problem.,i discuss about clearly what happened truly.,0,6,nypost,F,TRUE,angry,TRUE,6,here ave a many different people who are in well in trade so i conserved it.,0.866653202,0.57430415,1.60E+12,0.877084626,1.09588962,1.60E+12,,,,
138,21WBDIdb,9/8/20,Male,Native American,Undergraduate,30,Slightly Conservative,Slightly Conservative,It's very exciting,It's very exciting,1,0,opednews,C,TRUE,happy,TRUE,8,Political orientation,0.686913611,0.143779724,1.60E+12,0.762032476,0.258803502,1.60E+12,0.782151657,0.008158603,0.688327723,0
139,21WBDIdb,9/8/20,Male,Native American,Undergraduate,30,Slightly Conservative,Slightly Conservative,It's very exciting,It's very exciting,1,1,MotherJones,E,TRUE,happy,TRUE,39,Political opinion,0.734840186,0,1.60E+12,0.656594012,0,1.60E+12,0.782151657,0.008158603,0.688327723,0
140,21WBDIdb,9/8/20,Male,Native American,Undergraduate,30,Slightly Conservative,Slightly Conservative,It's very exciting,It's very exciting,1,2,veteranstoday,A,TRUE,happy,FALSE,7,My opinion,0.768388788,0,1.60E+12,0.498436317,0,1.60E+12,0.782151657,0.008158603,0.688327723,0
141,21WBDIdb,9/8/20,Male,Native American,Undergraduate,30,Slightly Conservative,Slightly Conservative,It's very exciting,It's very exciting,1,3,InvestWatchBlog,D,TRUE,happy,FALSE,6,My opinion,0.749218158,0,1.60E+12,0.675764642,0.028755945,1.60E+12,0.782151657,0.008158603,0.688327723,0
142,21WBDIdb,9/8/20,Male,Native American,Undergraduate,30,Slightly Conservative,Slightly Conservative,It's very exciting,It's very exciting,1,4,amlookout,B,TRUE,happy,TRUE,6,My opinion,0.849863965,0,1.60E+12,0.43613177,0,1.60E+12,0.782151657,0.008158603,0.688327723,0
143,21WBDIdb,9/8/20,Male,Native American,Undergraduate,30,Slightly Conservative,Slightly Conservative,It's very exciting,It's very exciting,1,5,nypost,F,TRUE,happy,FALSE,7,My opinion,0.7276512,0.004792657,1.60E+12,0.805166393,0,1.60E+12,0.782151657,0.008158603,0.688327723,0
144,21WBDIdb,9/8/20,Male,Native American,Undergraduate,30,Slightly Conservative,Slightly Conservative,It's very exciting,It's very exciting,1,6,Jerusalem_Post,H,TRUE,happy,TRUE,7,My opinion,0.907375854,0,1.60E+12,0.690142615,0,1.60E+12,0.782151657,0.008158603,0.688327723,0
145,21WBDIdb,9/8/20,Male,Native American,Undergraduate,30,Slightly Conservative,Slightly Conservative,It's very exciting,It's very exciting,1,7,CNNPolitics,G,TRUE,happy,FALSE,5,My opinion,0.85944928,0,1.60E+12,0.450509742,0,1.60E+12,0.782151657,0.008158603,0.688327723,0
146,LmTey1lA,9/8/20,Male,African American/Black,Masters,40,Slightly Conservative,Very Consertavite,i go to hospital and next in the important work,i try to find any online transection for pay my bill ,0,0,CNNPolitics,G,TRUE,angry,TRUE,6,nothing,0.670156299,0.364238163,1.60E+12,0.004830079,0.728476325,1.60E+12,0.566307601,0.297874077,0.521422466,0.38356388
147,LmTey1lA,9/8/20,Male,African American/Black,Masters,40,Slightly Conservative,Very Consertavite,i go to hospital and next in the important work,i try to find any online transection for pay my bill ,0,1,opednews,C,TRUE,angry,TRUE,20,nothing,0.650985869,0.297141659,1.60E+12,0.469712997,0.958521481,1.60E+12,0.566307601,0.297874077,0.521422466,0.38356388
148,LmTey1lA,9/8/20,Male,African American/Black,Masters,40,Slightly Conservative,Very Consertavite,i go to hospital and next in the important work,i try to find any online transection for pay my bill ,0,2,nypost,F,TRUE,angry,TRUE,5,No Vulnerability do,0.662967387,0.623038962,1.60E+12,0.532016893,0.976074434,1.60E+12,0.566307601,0.297874077,0.521422466,0.38356388
149,LmTey1lA,9/8/20,Male,African American/Black,Masters,40,Slightly Conservative,Very Consertavite,i go to hospital and next in the important work,i try to find any online transection for pay my bill ,0,3,amlookout,B,TRUE,angry,TRUE,8,No Vulnerability do,0.648589565,0.316312089,1.60E+12,0.484090819,0.623038962,1.60E+12,0.566307601,0.297874077,0.521422466,0.38356388
150,LmTey1lA,9/8/20,Male,African American/Black,Masters,40,Slightly Conservative,Very Consertavite,i go to hospital and next in the important work,i try to find any online transection for pay my bill ,0,4,veteranstoday,A,TRUE,angry,FALSE,5,No Vulnerability do,0.694119336,0.354652948,1.60E+12,0.55597993,0.316312089,1.60E+12,0.566307601,0.297874077,0.521422466,0.38356388
151,LmTey1lA,9/8/20,Male,African American/Black,Masters,40,Slightly Conservative,Very Consertavite,i go to hospital and next in the important work,i try to find any online transection for pay my bill ,0,5,InvestWatchBlog,D,TRUE,angry,FALSE,12,No Vulnerability do,0.691723032,0.354652948,1.60E+12,0.18694916,0.920180621,1.60E+12,0.566307601,0.297874077,0.521422466,0.38356388
152,Rm1RqZnR,9/8/20,Female,White/Caucasian/European,High School,49,Slightly Conservative,Moderate,I would phone the interviewer and explain my situation. Going in while this sick is not very responsible.,"I would look down the aisles for an employee. Yes, I'm in a hurry, but I will not just put money on the counter and leave.",0,0,Jerusalem_Post,H,FALSE,mixed,FALSE,5,"The tweets were not particularly biased, and I am assuming they are a Lorde fan since they tweeted about them. I get the feeling they lean more left, so I erred on the more liberal/left side.",0.509585113,0.134192158,1.60E+12,-8.19E-08,0.392991321,1.60E+12,0.027562899,0.044877439,0.925111714,0.114233486
153,Rm1RqZnR,9/8/20,Female,White/Caucasian/European,High School,49,Slightly Conservative,Moderate,I would phone the interviewer and explain my situation. Going in while this sick is not very responsible.,"I would look down the aisles for an employee. Yes, I'm in a hurry, but I will not just put money on the counter and leave.",0,1,veteranstoday,A,FALSE,mixed,TRUE,6,"I believe the author to be more left leaning, or they would have chosen a better final image of Donald Trump.",0.497603671,0.08147381,1.60E+12,-0.196495742,0.287554625,1.60E+12,0.027562899,0.044877439,0.925111714,0.114233486
154,Rm1RqZnR,9/8/20,Female,White/Caucasian/European,High School,49,Slightly Conservative,Moderate,I would phone the interviewer and explain my situation. Going in while this sick is not very responsible.,"I would look down the aisles for an employee. Yes, I'm in a hurry, but I will not just put money on the counter and leave.",0,2,nypost,F,FALSE,mixed,TRUE,6,"The author seems to follow stories of minority celebs, therefore I believe them to be more liberal/left leaning. Also, verbiage of the sexual allegation headlines gives me a more liberal vibe.",0.353826358,0.08147381,1.60E+12,-0.311517592,0.297139706,1.60E+12,0.027562899,0.044877439,0.925111714,0.114233486
155,Rm1RqZnR,9/8/20,Female,White/Caucasian/European,High School,49,Slightly Conservative,Moderate,I would phone the interviewer and explain my situation. Going in while this sick is not very responsible.,"I would look down the aisles for an employee. Yes, I'm in a hurry, but I will not just put money on the counter and leave.",0,3,InvestWatchBlog,D,FALSE,mixed,TRUE,5,The verbiage/story lines are definitely things you would hear from a Fox news / right leaning author.,0.06147917,0.043133185,1.60E+12,0.920174791,0.153362467,1.60E+12,0.027562899,0.044877439,0.925111714,0.114233486
156,Rm1RqZnR,9/8/20,Female,White/Caucasian/European,High School,49,Slightly Conservative,Moderate,I would phone the interviewer and explain my situation. Going in while this sick is not very responsible.,"I would look down the aisles for an employee. Yes, I'm in a hurry, but I will not just put money on the counter and leave.",0,4,MotherJones,E,FALSE,mixed,TRUE,6,"The verbiage is definitely giving an anti-Trump, anti-right type feel. I believe this author to be left leaning.",0.277145143,0.052718348,1.60E+12,-0.474465176,0.201288237,1.60E+12,0.027562899,0.044877439,0.925111714,0.114233486
157,Rm1RqZnR,9/8/20,Female,White/Caucasian/European,High School,49,Slightly Conservative,Moderate,I would phone the interviewer and explain my situation. Going in while this sick is not very responsible.,"I would look down the aisles for an employee. Yes, I'm in a hurry, but I will not just put money on the counter and leave.",0,5,CNNPolitics,G,FALSE,mixed,FALSE,7,"The verbiage is definitely feeling a bit more negative to the current administration, and gives a liberal, left-leaning feel. I believe the author to be more left-leaning.",0.305900606,0.134192158,1.60E+12,-0.412161674,0.297139779,1.60E+12,0.027562899,0.044877439,0.925111714,0.114233486
158,Rm1RqZnR,9/8/20,Female,White/Caucasian/European,High School,49,Slightly Conservative,Moderate,I would phone the interviewer and explain my situation. Going in while this sick is not very responsible.,"I would look down the aisles for an employee. Yes, I'm in a hurry, but I will not just put money on the counter and leave.",0,6,opednews,C,FALSE,mixed,FALSE,6,"Definitely left leaning, just by the word choices in the headlines. Stocks plummet instead of fall, and the last Trump headline is definitely showing the author isn't a fan.",0.214841641,0.091058965,1.60E+12,-0.929760008,0.134192158,1.60E+12,0.027562899,0.044877439,0.925111714,0.114233486
159,Rm1RqZnR,9/8/20,Female,White/Caucasian/European,High School,49,Slightly Conservative,Moderate,I would phone the interviewer and explain my situation. Going in while this sick is not very responsible.,"I would look down the aisles for an employee. Yes, I'm in a hurry, but I will not just put money on the counter and leave.",0,7,amlookout,B,FALSE,mixed,FALSE,6,"The fact the the author tweets positively about Limbaugh is a flag for the Conservative, right-leaning group. Definitely right-leaning in the headlines verbiage.",0.20046391,0.062303502,1.60E+12,0.992063447,1.891419328,1.60E+12,0.027562899,0.044877439,0.925111714,0.114233486
160,ULpJQaVn,9/8/20,Male,White/Caucasian/European,Masters,24,Slightly Conservative,Slightly Conservative,HR management,No comments,1,0,Jerusalem_Post,H,TRUE,happy,FALSE,5,good one,0.919371884,0.492829825,1.60E+12,0.977729382,1.407409101,1.60E+12,,,0.772371174,0.236667075
161,ULpJQaVn,9/8/20,Male,White/Caucasian/European,Masters,24,Slightly Conservative,Slightly Conservative,HR management,No comments,1,1,amlookout,B,TRUE,happy,TRUE,6,All are best,0.351447906,0.734856498,1.60E+12,-0.081436854,1.159810992,1.60E+12,,,0.772371174,0.236667075
162,ULpJQaVn,9/8/20,Male,White/Caucasian/European,Masters,24,Slightly Conservative,Slightly Conservative,HR management,No comments,1,2,CNNPolitics,G,TRUE,happy,TRUE,5,best,0.432922232,0.603868533,1.60E+12,0.129437871,1.102299703,1.60E+12,,,0.772371174,0.236667075
163,ULpJQaVn,9/8/20,Male,White/Caucasian/European,Masters,24,Slightly Conservative,Slightly Conservative,HR management,No comments,1,3,nypost,F,TRUE,happy,TRUE,5,Same one,0.57430415,0.575112925,1.60E+12,0.215704805,0.795572829,1.60E+12,,,0.772371174,0.236667075
164,ULpJQaVn,9/8/20,Male,White/Caucasian/European,Masters,24,Slightly Conservative,Slightly Conservative,HR management,No comments,1,4,veteranstoday,A,TRUE,happy,TRUE,6,good,0.624626528,0.354652948,1.60E+12,0.560772538,0.75723197,1.60E+12,,,0.772371174,0.236667075
165,ULpJQaVn,9/8/20,Male,White/Caucasian/European,Masters,24,Slightly Conservative,Slightly Conservative,HR management,No comments,1,5,InvestWatchBlog,D,TRUE,happy,FALSE,5,best,0.730063891,0.181310325,1.60E+12,-0.59903849,1.848328982,1.60E+12,,,0.772371174,0.236667075
166,ULpJQaVn,9/8/20,Male,White/Caucasian/European,Masters,24,Slightly Conservative,Slightly Conservative,HR management,No comments,1,6,opednews,C,TRUE,happy,FALSE,4,good,0.416148106,0.883427328,1.60E+12,0.757269441,1.038378331,1.60E+12,,,0.772371174,0.236667075
167,ULpJQaVn,9/8/20,Male,White/Caucasian/European,Masters,24,Slightly Conservative,Slightly Conservative,HR management,No comments,1,7,MotherJones,E,TRUE,happy,FALSE,5,not bad,0.545548506,0.086266933,1.60E+12,0.282801308,1.265248354,1.60E+12,,,0.772371174,0.236667075
168,igjnVEWm,9/8/20,Male,African American/Black,Undergraduate,31,Slightly Conservative,Very liberal,pop a pill and run to the interview ,if possible will slip calmly ,0,0,MotherJones,E,TRUE,happy,TRUE,9,i studied them and was trying to get the intended meaning of the tweets,0.576700454,0.277971229,1.60E+12,0.153400908,0.948936266,1.60E+12,0.362000452,0.161919482,0.726319258,0.295760664
169,igjnVEWm,9/8/20,Male,African American/Black,Undergraduate,31,Slightly Conservative,Very liberal,pop a pill and run to the interview ,if possible will slip calmly ,0,1,nypost,F,TRUE,happy,TRUE,10,studied the tweets and decided ,0.641400654,0.234837763,1.60E+12,-0.460052876,0.268386088,1.60E+12,0.362000452,0.161919482,0.726319258,0.295760664
170,igjnVEWm,9/8/20,Male,African American/Black,Undergraduate,31,Slightly Conservative,Very liberal,pop a pill and run to the interview ,if possible will slip calmly ,0,2,CNNPolitics,G,TRUE,happy,FALSE,11,as i did prevoulsy ,0.389788765,0.11022997,1.60E+12,0.440957353,0.2588008,1.60E+12,0.362000452,0.161919482,0.726319258,0.295760664
171,igjnVEWm,9/8/20,Male,African American/Black,Undergraduate,31,Slightly Conservative,Very liberal,pop a pill and run to the interview ,if possible will slip calmly ,0,3,veteranstoday,A,TRUE,happy,FALSE,8,as i did in preivous cases,0.643796958,0.047926074,1.60E+12,-0.39774898,0.210874799,1.60E+12,0.362000452,0.161919482,0.726319258,0.295760664
172,igjnVEWm,9/8/20,Male,African American/Black,Undergraduate,31,Slightly Conservative,Very liberal,pop a pill and run to the interview ,if possible will slip calmly ,0,4,InvestWatchBlog,D,TRUE,happy,TRUE,7,as i did previoulsy,0.344258995,0.138985615,1.60E+12,0.579942967,0.383408592,1.60E+12,0.362000452,0.161919482,0.726319258,0.295760664
173,igjnVEWm,9/8/20,Male,African American/Black,Undergraduate,31,Slightly Conservative,Very liberal,pop a pill and run to the interview ,if possible will slip calmly ,0,5,amlookout,B,TRUE,happy,FALSE,7,worked on it ,0.363429425,0.071889111,1.60E+12,-0.416919409,0.182119081,1.60E+12,0.362000452,0.161919482,0.726319258,0.295760664
174,igjnVEWm,9/8/20,Male,African American/Black,Undergraduate,31,Slightly Conservative,Very liberal,pop a pill and run to the interview ,if possible will slip calmly ,0,6,opednews,C,TRUE,happy,TRUE,5,as i made it previously ,0.655778476,0.1294004,1.60E+12,-0.282726365,0.143778222,1.60E+12,0.362000452,0.161919482,0.726319258,0.295760664
175,1Va0kbcA,9/8/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,i will take table to attend to interview,i will make shout in the store ,0,0,CNNPolitics,G,TRUE,happy,FALSE,7,nice tweets,0.72287498,0.186911689,1.60E+12,0.412201708,0.325897303,1.60E+12,0.819296542,0.556106434,0.670359504,0.232586608
176,1Va0kbcA,9/8/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,i will take table to attend to interview,i will make shout in the store ,0,1,Jerusalem_Post,H,TRUE,happy,FALSE,7,political persons tweet so nice,0.708497158,0.215667333,1.60E+12,0.431372138,0.392993807,1.60E+12,0.819296542,0.556106434,0.670359504,0.232586608
177,1Va0kbcA,9/8/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,i will take table to attend to interview,i will make shout in the store ,0,2,veteranstoday,A,TRUE,happy,FALSE,7,political and celebrity tweet was so nice,0.821123432,0.2588008,1.60E+12,0.484090819,0.325897303,1.60E+12,0.819296542,0.556106434,0.670359504,0.232586608
178,1Va0kbcA,9/8/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,i will take table to attend to interview,i will make shout in the store ,0,3,opednews,C,TRUE,happy,TRUE,6,power full leaders tweet was so nice,0.737252802,0.196496904,1.60E+12,0.517639071,0.335482518,1.60E+12,0.819296542,0.556106434,0.670359504,0.232586608
179,1Va0kbcA,9/8/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,i will take table to attend to interview,i will make shout in the store ,0,4,nypost,F,TRUE,happy,TRUE,6,celebrity tweet was so nice,0.770801054,0.268386015,1.60E+12,0.565565145,0.383408592,1.60E+12,0.819296542,0.556106434,0.670359504,0.232586608
180,1Va0kbcA,9/8/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,i will take table to attend to interview,i will make shout in the store ,0,5,amlookout,B,TRUE,happy,TRUE,8,political leaders tweet was so amazing,0.74204541,0.167741259,1.60E+12,0.594320789,0.603868533,1.60E+12,0.819296542,0.556106434,0.670359504,0.232586608
181,1Va0kbcA,9/8/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,i will take table to attend to interview,i will make shout in the store ,0,6,MotherJones,E,TRUE,happy,TRUE,7,all tweets are so nice,0.794764091,0.225252548,1.60E+12,0.603906004,0.383408592,1.60E+12,0.819296542,0.556106434,0.670359504,0.232586608
182,1Va0kbcA,9/8/20,Female,White/Caucasian/European,Undergraduate,26,Slightly Conservative,Moderate,i will take table to attend to interview,i will make shout in the store ,0,7,InvestWatchBlog,D,TRUE,happy,FALSE,6,this tweet was so influenced,0.756423232,0.148570829,1.60E+12,0.55597993,0.277971229,1.60E+12,0.819296542,0.556106434,0.670359504,0.232586608
183,VQ7d9jyk,9/8/20,Female,White/Caucasian/European,Masters,47,Slightly liberal,Moderate,"If you've got a cold or the flu when you have an interview scheduled, take this ... you may be tempted to drag yourself out of bed to meet the prospective ... situation since you'll probably use a sick day from your current job that you ... employer pause, wondering if you'll call out sick frequently as an employee. ... Step 1 of 3 ...
","Oct 22, 2019 - Remind yourself that the shopper isn't necessarily mad at you, but rather, they're miffed about the situation. Having the right mental attitude will ...
",1,0,veteranstoday,A,TRUE,happy,TRUE,11,"May 20, 2020 - Knowing how the Twitter algorithm works—and how it can help you stand out ... As a business, that means you need to optimize your tweets to make sure ... But it does influence Top Tweets and Twitter Topics. ... Feeds start to include recommended tweets, topics, and accounts. ... Use photos, videos, GIFs.
",0.452092662,0.2588008,1.60E+12,-0.023925566,0.833913761,1.60E+12,0.688721605,0.040804668,0.315358892,0.036724201
184,VQ7d9jyk,9/8/20,Female,White/Caucasian/European,Masters,47,Slightly liberal,Moderate,"If you've got a cold or the flu when you have an interview scheduled, take this ... you may be tempted to drag yourself out of bed to meet the prospective ... situation since you'll probably use a sick day from your current job that you ... employer pause, wondering if you'll call out sick frequently as an employee. ... Step 1 of 3 ...
","Oct 22, 2019 - Remind yourself that the shopper isn't necessarily mad at you, but rather, they're miffed about the situation. Having the right mental attitude will ...
",1,1,CNNPolitics,G,TRUE,happy,FALSE,8,"May 20, 2020 - Knowing how the Twitter algorithm works—and how it can help you stand out ... As a business, that means you need to optimize your tweets to make sure ... But it does influence Top Tweets and Twitter Topics. ... Feeds start to include recommended tweets, topics, and accounts. ... Use photos, videos, GIFs.
",0.416148106,0.186911689,1.60E+12,0.412201708,0.536772029,1.60E+12,0.688721605,0.040804668,0.315358892,0.036724201
185,VQ7d9jyk,9/8/20,Female,White/Caucasian/European,Masters,47,Slightly liberal,Moderate,"If you've got a cold or the flu when you have an interview scheduled, take this ... you may be tempted to drag yourself out of bed to meet the prospective ... situation since you'll probably use a sick day from your current job that you ... employer pause, wondering if you'll call out sick frequently as an employee. ... Step 1 of 3 ...
","Oct 22, 2019 - Remind yourself that the shopper isn't necessarily mad at you, but rather, they're miffed about the situation. Having the right mental attitude will ...
",1,2,Jerusalem_Post,H,TRUE,happy,FALSE,6,"May 20, 2020 - Knowing how the Twitter algorithm works—and how it can help you stand out ... As a business, that means you need to optimize your tweets to make sure ... But it does influence Top Tweets and Twitter Topics. ... Feeds start to include recommended tweets, topics, and accounts. ... Use photos, videos, GIFs.
",0.454488965,0.062303896,1.60E+12,-0.431297231,1.044788487,1.60E+12,0.688721605,0.040804668,0.315358892,0.036724201
186,VQ7d9jyk,9/8/20,Female,White/Caucasian/European,Masters,47,Slightly liberal,Moderate,"If you've got a cold or the flu when you have an interview scheduled, take this ... you may be tempted to drag yourself out of bed to meet the prospective ... situation since you'll probably use a sick day from your current job that you ... employer pause, wondering if you'll call out sick frequently as an employee. ... Step 1 of 3 ...
","Oct 22, 2019 - Remind yourself that the shopper isn't necessarily mad at you, but rather, they're miffed about the situation. Having the right mental attitude will ...
",1,3,MotherJones,E,TRUE,happy,TRUE,8,"May 20, 2020 - Knowing how the Twitter algorithm works—and how it can help you stand out ... As a business, that means you need to optimize your tweets to make sure ... But it does influence Top Tweets and Twitter Topics. ... Feeds start to include recommended tweets, topics, and accounts. ... Use photos, videos, GIFs.
",0.327484869,0.105437363,1.60E+12,0.407409101,0.450505096,1.60E+12,0.688721605,0.040804668,0.315358892,0.036724201
187,VQ7d9jyk,9/8/20,Female,White/Caucasian/European,Masters,47,Slightly liberal,Moderate,"If you've got a cold or the flu when you have an interview scheduled, take this ... you may be tempted to drag yourself out of bed to meet the prospective ... situation since you'll probably use a sick day from your current job that you ... employer pause, wondering if you'll call out sick frequently as an employee. ... Step 1 of 3 ...
","Oct 22, 2019 - Remind yourself that the shopper isn't necessarily mad at you, but rather, they're miffed about the situation. Having the right mental attitude will ...
",1,4,InvestWatchBlog,D,TRUE,happy,FALSE,11,"May 20, 2020 - Knowing how the Twitter algorithm works—and how it can help you stand out ... As a business, that means you need to optimize your tweets to make sure ... But it does influence Top Tweets and Twitter Topics. ... Feeds start to include recommended tweets, topics, and accounts. ... Use photos, videos, GIFs.
",0.325088566,0.230045155,1.60E+12,0.311556953,0.536772029,1.60E+12,0.688721605,0.040804668,0.315358892,0.036724201
188,VQ7d9jyk,9/8/20,Female,White/Caucasian/European,Masters,47,Slightly liberal,Moderate,"If you've got a cold or the flu when you have an interview scheduled, take this ... you may be tempted to drag yourself out of bed to meet the prospective ... situation since you'll probably use a sick day from your current job that you ... employer pause, wondering if you'll call out sick frequently as an employee. ... Step 1 of 3 ...
","Oct 22, 2019 - Remind yourself that the shopper isn't necessarily mad at you, but rather, they're miffed about the situation. Having the right mental attitude will ...
",1,5,amlookout,B,TRUE,happy,TRUE,10,"May 20, 2020 - Knowing how the Twitter algorithm works—and how it can help you stand out ... As a business, that means you need to optimize your tweets to make sure ... But it does influence Top Tweets and Twitter Topics. ... Feeds start to include recommended tweets, topics, and accounts. ... Use photos, videos, GIFs.
",0.423337017,0.268386015,1.60E+12,-0.03351078,0.182119081,1.60E+12,0.688721605,0.040804668,0.315358892,0.036724201
189,u4QlONlA,9/8/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,"a sick day from your current job that you could have used towards the interview, ... Recruiters and hiring managers tend to get cancellations from time to time; ... employer pause, wondering if you'll call out sick frequently as an employee.","stop, cease, quit, discontinue, desist mean to suspend or cause to suspend activity. stop applies ... practice. we have discontinued the manufacture of that item desist implies forbearance or ... News, ""Neiman Marcus reinstates medical benefits for retirees while execs who lost",0,0,InvestWatchBlog,D,FALSE,mixed,FALSE,4,good,0.254397588,0.661769236,1.60E+12,0.198930679,0.968106695,1.60E+12,0.642816353,0.563104419,,
190,u4QlONlA,9/8/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,"a sick day from your current job that you could have used towards the interview, ... Recruiters and hiring managers tend to get cancellations from time to time; ... employer pause, wondering if you'll call out sick frequently as an employee.","stop, cease, quit, discontinue, desist mean to suspend or cause to suspend activity. stop applies ... practice. we have discontinued the manufacture of that item desist implies forbearance or ... News, ""Neiman Marcus reinstates medical benefits for retirees while execs who lost",0,1,MotherJones,E,FALSE,mixed,TRUE,7,good,0.302323662,0.56552771,1.60E+12,-0.241989202,1.587131878,1.60E+12,0.642816353,0.563104419,,
191,u4QlONlA,9/8/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,"a sick day from your current job that you could have used towards the interview, ... Recruiters and hiring managers tend to get cancellations from time to time; ... employer pause, wondering if you'll call out sick frequently as an employee.","stop, cease, quit, discontinue, desist mean to suspend or cause to suspend activity. stop applies ... practice. we have discontinued the manufacture of that item desist implies forbearance or ... News, ""Neiman Marcus reinstates medical benefits for retirees while execs who lost",0,2,nypost,F,FALSE,mixed,FALSE,5,good,0.323890414,0.716884221,1.60E+12,-0.237196595,1.428197006,1.60E+12,0.642816353,0.563104419,,
192,u4QlONlA,9/8/20,Female,African American/Black,Undergraduate,35,Moderate,Slightly Conservative,"a sick day from your current job that you could have used towards the interview, ... Recruiters and hiring managers tend to get cancellations from time to time; ... employer pause, wondering if you'll call out sick frequently as an employee.","stop, cease, quit, discontinue, desist mean to suspend or cause to suspend activity. stop applies ... practice. we have discontinued the manufacture of that item desist implies forbearance or ... News, ""Neiman Marcus reinstates medical benefits for retirees while execs who lost",0,3,veteranstoday,A,FALSE,mixed,TRUE,6,good,0.196886299,0.831906798,1.60E+12,-0.33784135,1.333123686,1.60E+12,0.642816353,0.563104419,,
