"","X","usertoken","date","inst_credibleCertainChoice","inst_credibleCertainUncertainty","inst_nCredibleNCertain","inst_nCredibleNCertainUncertainty","preq_gender","preq_race","preq_education","preq_age","postq_economic","postq_social","postq_attention1","postq_attention2","account_index","condition_account","condition_accAlias","condition_block","condition_emotionSort","condition_showImage","condition_credibleLabel","condition_politicalLabel","count_tweets","sourceComment","credibility_choice","credibility_uncertainty","credibility_time","politicalOrientation_choice","politicalOrientation_uncertainty","politicalOrientation_time","credibility_choice_binary","accuracy","condition_showImage_cat","condition_emotion"
"88",122,"eBoh95H9","09/13/20",0.965909387739422,0,0.0112438302623074,0.435539630883546,"Female","White/Caucasian/European","Undergraduate",28,"Very liberal","Very liberal","In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",6,"nypost","F","True","angry","False",1,"right",14,"Many of the headlines are more-or-less straightforward, but some add context or language to influence our ideas (Trump heads to Japan among concerns about N. Korea...). Some of the tweets exist to share the public reaction to the information rather than the information itself.",0.674929059021514,0.388198743456142,1600028183634,-0.388198788796075,1.30193234724597,1600028178552,1,"True","without image","angry"
"89",123,"eBoh95H9","09/13/20",0.965909387739422,0,0.0112438302623074,0.435539630883546,"Female","White/Caucasian/European","Undergraduate",28,"Very liberal","Very liberal","In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",7,"Jerusalem_Post","H","True","angry","True",1,"right",10,"Alarmist word choice (""threatens,"" ""slams,"" ""must be a wake-up call""). Tweets about MeToo and sexual assualt accusations have up close and awkward photos of women (woman looking down makes her seem less credible). ",0.317882030018996,0.469672553811135,1600028424668,0.440917082557432,0.66931209959593,1600028428497,0,"False","with image","angry"
"90",124,"QUAKrlFu","09/13/20",NA,NA,0.00320316581961117,0.039927367068234,"Female","Middle Eastern","Masters",22,"Slightly liberal","Slightly liberal","I would call in to ask if it were possible to reschedule and then go from there. ","Go to the next store",0,"InvestWatchBlog","D","True","happy","True",0,"right",6,"Emotions seem to be involved and big claims are made with few facts to back up the statements ",0.12379903632436,0.0910595406585342,1600028596889,-0.752401927351279,0.354652947827975,1600028605173,0,"True","with image","happy"
"91",125,"QUAKrlFu","09/13/20",NA,NA,0.00320316581961117,0.039927367068234,"Female","Middle Eastern","Masters",22,"Slightly liberal","Slightly liberal","I would call in to ask if it were possible to reschedule and then go from there. ","Go to the next store",1,"nypost","F","True","happy","False",1,"right",6,"Some tweets seemed sarcastic and were mocking certain individuals ",0.476055698733142,0.182119081317068,1600028722816,-0.0910220691614436,0.325897303409491,1600028732428,0,"False","without image","happy"
"92",126,"QUAKrlFu","09/13/20",NA,NA,0.00320316581961117,0.039927367068234,"Female","Middle Eastern","Masters",22,"Slightly liberal","Slightly liberal","I would call in to ask if it were possible to reschedule and then go from there. ","Go to the next store",2,"CNNPolitics","G","True","happy","True",1,"left",6,"Would talk badly about the opposing political orientation ",0.39937398028385,0.201289547494084,1600028849984,-0.474430697972596,0.392993807052621,1600028845434,0,"False","with image","happy"
"93",127,"QUAKrlFu","09/13/20",NA,NA,0.00320316581961117,0.039927367068234,"Female","Middle Eastern","Masters",22,"Slightly liberal","Slightly liberal","I would call in to ask if it were possible to reschedule and then go from there. ","Go to the next store",3,"amlookout","B","True","happy","False",0,"right",5,"derogative remarks makes me believe they dislike the other political party ",0.0495136215766087,0.0431334666277267,1600028945974,0.848328981842383,1.65662468571915,1600028940827,0,"True","without image","happy"
"94",128,"QUAKrlFu","09/13/20",NA,NA,0.00320316581961117,0.039927367068234,"Female","Middle Eastern","Masters",22,"Slightly liberal","Slightly liberal","I would call in to ask if it were possible to reschedule and then go from there. ","Go to the next store",4,"veteranstoday","A","True","happy","False",0,"left",5,"one of the tweets did not ""insult"" trumps position only questions it",0.0902507845027951,0.18610293256441,1600029061094,0.0719265825433018,0.392993807052621,1600029068302,0,"True","without image","happy"
"95",129,"QUAKrlFu","09/13/20",NA,NA,0.00320316581961117,0.039927367068234,"Female","Middle Eastern","Masters",22,"Slightly liberal","Slightly liberal","I would call in to ask if it were possible to reschedule and then go from there. ","Go to the next store",5,"MotherJones","E","True","happy","False",1,"left",6,"Brings up democrats for positive tweets but brings down the republicans in one of them. ",0.430525928403874,0.311519481200249,1600029195269,-0.321067224509319,0.488846028243622,1600029198461,0,"False","without image","happy"
"96",130,"QUAKrlFu","09/13/20",NA,NA,0.00320316581961117,0.039927367068234,"Female","Middle Eastern","Masters",22,"Slightly liberal","Slightly liberal","I would call in to ask if it were possible to reschedule and then go from there. ","Go to the next store",6,"Jerusalem_Post","H","True","happy","True",1,"right",6,"Brought up Jewish news a lot so not sure which political orientation they're for but guessing far-right",0.413751802493092,0.38340859224646,1600029323704,0.0527561529309788,0.546357243951205,1600029334196,0,"False","with image","happy"
"97",131,"6bhDcuBP","09/13/20",0.945423131130223,0.0764157014157014,0.0746862922089134,0.824766760473853,"Female","White/Caucasian/European","Undergraduate",21,"Slightly liberal","Slightly liberal","In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ","If there are any workers around you could ask if anyone is there and could help you.",0,"Jerusalem_Post","H","False","mixed","True",1,"right",7,"Showing pictures of the President that did not look professional give the idea that the President is not a professional person which would be the ideas of the left.",0.0938452400551056,0.12940039988318,1600037351532,-0.788346482874385,0.421749451471106,1600037376211,0,"False","with image","mixed"
"98",132,"6bhDcuBP","09/13/20",0.945423131130223,0.0764157014157014,0.0746862922089134,0.824766760473853,"Female","White/Caucasian/European","Undergraduate",21,"Slightly liberal","Slightly liberal","In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ","If there are any workers around you could ask if anyone is there and could help you.",1,"amlookout","B","False","mixed","True",0,"right",7,"Having tweets that were coming at the credibility of the Democratic Party and saying that the Democratic Party is attacking Trump show this is from the right. ",0.0219561290088944,0.0602969882335404,1600037741600,0.951370041008619,1.89865135957473,1600037770512,0,"True","with image","mixed"
"99",133,"6bhDcuBP","09/13/20",0.945423131130223,0.0764157014157014,0.0746862922089134,0.824766760473853,"Female","White/Caucasian/European","Undergraduate",21,"Slightly liberal","Slightly liberal","In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ","If there are any workers around you could ask if anyone is there and could help you.",2,"nypost","F","False","mixed","False",1,"right",7,"There wasn't really a political stance these tweets took so it was hard to figure out the political stance they took.",0.53236883571934,0.306726873797168,1600037959502,0.0455672418263577,0.83391368813605,1600037963841,1,"True","without image","mixed"
"100",134,"6bhDcuBP","09/13/20",0.945423131130223,0.0764157014157014,0.0746862922089134,0.824766760473853,"Female","White/Caucasian/European","Undergraduate",21,"Slightly liberal","Slightly liberal","In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ","If there are any workers around you could ask if anyone is there and could help you.",3,"MotherJones","E","False","mixed","False",1,"left",8,"Did not take a political stance on most issues",0.812736368799564,0.239630370154037,1600038446311,-0.0934183728629839,0.747646754880596,1600038464994,1,"True","without image","mixed"
"101",135,"6bhDcuBP","09/13/20",0.945423131130223,0.0764157014157014,0.0746862922089134,0.824766760473853,"Female","White/Caucasian/European","Undergraduate",21,"Slightly liberal","Slightly liberal","In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ","If there are any workers around you could ask if anyone is there and could help you.",4,"veteranstoday","A","False","mixed","False",0,"left",6,"They did not take a political stance and mostly just tweeted information that seemed accurate.",0.937344161279663,0.124607792480099,1600038535327,-0.00235883220444982,0.431334666277268,1600038540353,1,"False","without image","mixed"
"102",136,"6bhDcuBP","09/13/20",0.945423131130223,0.0764157014157014,0.0746862922089134,0.824766760473853,"Female","White/Caucasian/European","Undergraduate",21,"Slightly liberal","Slightly liberal","In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ","If there are any workers around you could ask if anyone is there and could help you.",5,"opednews","C","False","mixed","True",0,"left",7,"Some of the pictures were not professional and showed the president and alliances in a negative light ",0.496424280196235,0.268386014572522,1600038652617,-0.515167860898782,0.699720753979174,1600038649605,0,"True","with image","mixed"
"103",137,"6bhDcuBP","09/13/20",0.945423131130223,0.0764157014157014,0.0746862922089134,0.824766760473853,"Female","White/Caucasian/European","Undergraduate",21,"Slightly liberal","Slightly liberal","In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ","If there are any workers around you could ask if anyone is there and could help you.",6,"InvestWatchBlog","D","False","mixed","False",0,"right",6,"It is not credible and this is shown through the wording and connotations used in the tweets",0.132186099279752,0.280756928775255,1600038960016,-0.146137054296872,0.508016384726559,1600038967473,0,"True","without image","mixed"
"104",138,"6bhDcuBP","09/13/20",0.945423131130223,0.0764157014157014,0.0746862922089134,0.824766760473853,"Female","White/Caucasian/European","Undergraduate",21,"Slightly liberal","Slightly liberal","In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ","If there are any workers around you could ask if anyone is there and could help you.",7,"CNNPolitics","G","False","mixed","True",1,"left",5,"I found this to be a credible source because the tweets seemed factual ",0.896606998353477,0.167741259107826,1600039096413,0.0168115974078733,0.814743258523727,1600039100737,1,"True","with image","mixed"
"105",139,"TNcnZMat","09/14/20",0.986647391104483,0.00402187902187889,0.109877733650355,0.952461419418512,"Male","White/Caucasian/European","Undergraduate",20,"Very liberal","Very liberal","At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",0,"nypost","F","True","happy","False",1,"right",5,"I mainly came to this decision based on the reporting over Mindy Kaling's tweet
",0.375410943268446,0.167741259107826,1600089044074,-0.507978949794161,0.421749524600491,1600089055186,0,"False","without image","happy"
"106",140,"TNcnZMat","09/14/20",0.986647391104483,0.00402187902187889,0.109877733650355,0.952461419418512,"Male","White/Caucasian/European","Undergraduate",20,"Very liberal","Very liberal","At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",1,"Jerusalem_Post","H","True","happy","True",1,"right",7,"The use of high quality photos for subjects that were pro-israel led me to believe the account was right-leaning",0.24840682880446,0.17732651047868,1600089178263,0.977729381725563,1.95376634471016,1600089181696,0,"False","with image","happy"
"107",141,"TNcnZMat","09/14/20",0.986647391104483,0.00402187902187889,0.109877733650355,0.952461419418512,"Male","White/Caucasian/European","Undergraduate",20,"Very liberal","Very liberal","At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",2,"veteranstoday","A","True","happy","True",0,"left",7,"The tweets didnt seem to take a stance based on quality of photo or the tone of the tweet",0.806745609545713,0.100644755464696,1600089314777,0.0048300789001714,0.45050509588959,1600089322784,1,"False","with image","happy"
"108",142,"TNcnZMat","09/14/20",0.986647391104483,0.00402187902187889,0.109877733650355,0.952461419418512,"Male","White/Caucasian/European","Undergraduate",20,"Very liberal","Very liberal","At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",3,"MotherJones","E","True","happy","False",1,"left",5,"The tweets seemed to take a very anti-trump stance",0.557530024585514,0.297141658991006,1600089413318,-0.829083645800571,0.496813657608919,1600089418856,1,"True","without image","happy"
"109",143,"TNcnZMat","09/14/20",0.986647391104483,0.00402187902187889,0.109877733650355,0.952461419418512,"Male","White/Caucasian/European","Undergraduate",20,"Very liberal","Very liberal","At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",4,"opednews","C","True","happy","False",0,"left",5,"The tweets didnt seem to take a stance and were objective",0.744441713305663,0.25400819236328,1600089489709,3.74714970905465e-05,0.19170429612323,1600089493943,1,"False","without image","happy"
"110",144,"TNcnZMat","09/14/20",0.986647391104483,0.00402187902187889,0.109877733650355,0.952461419418512,"Male","White/Caucasian/European","Undergraduate",20,"Very liberal","Very liberal","At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",5,"amlookout","B","True","happy","True",0,"right",5,"The tweets directly attacked leftist figures",0.0998359993089565,0.0431334666277267,1600089610818,0.968144166919402,1.90584027067935,1600089624310,0,"True","with image","happy"
"111",145,"TNcnZMat","09/14/20",0.986647391104483,0.00402187902187889,0.109877733650355,0.952461419418512,"Male","White/Caucasian/European","Undergraduate",20,"Very liberal","Very liberal","At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",6,"CNNPolitics","G","True","happy","True",1,"left",5,"The tweets didnt take a stance. All photos were high quality and didnt seem to be out of context",0.984072083459701,0.962505350145837,1600089709441,0.0048300789001714,0.0766817184492918,1600089712440,1,"True","with image","happy"
"112",146,"TNcnZMat","09/14/20",0.986647391104483,0.00402187902187889,0.109877733650355,0.952461419418512,"Male","White/Caucasian/European","Undergraduate",20,"Very liberal","Very liberal","At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",7,"InvestWatchBlog","D","True","happy","False",0,"right",5,"The tweets were condescending towards the left.",0.0279468882627453,0.111817517816658,1600089828001,0.968144166919402,0.00958521480616126,1600089831143,0,"True","without image","happy"
"113",147,"cI54GMP9","09/14/20",0.973282840024759,0.856173588398317,0.0283323557848699,0.0687148582712996,"Female","White/Caucasian/European","Undergraduate",20,"Slightly Conservative","Slightly Conservative","In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",0,"Jerusalem_Post","H","True","angry","True",1,"right",6,"The poor quality photographs that are not credited, the lack of a link to a news article, and the lack of explanatory information leads me to believe it's not credible and biased. ",0.030327418948341,0.0710643241258374,1600096116437,-0.316310169164954,0.412161555725747,1600096131507,0,"False","with image","angry"
"114",148,"cI54GMP9","09/14/20",0.973282840024759,0.856173588398317,0.0283323557848699,0.0687148582712996,"Female","White/Caucasian/European","Undergraduate",20,"Slightly Conservative","Slightly Conservative","In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",1,"veteranstoday","A","True","angry","True",0,"left",5,"Like the first account, this account lacks explanatory information--and does not incorporate credited articles or photographs in their posts. ",0.0494977272671628,0.116593801812482,1600096226207,-0.421746828354013,0.201288164218706,1600096229723,0,"True","with image","angry"
"115",149,"cI54GMP9","09/14/20",0.973282840024759,0.856173588398317,0.0283323557848699,0.0687148582712996,"Female","White/Caucasian/European","Undergraduate",20,"Slightly Conservative","Slightly Conservative","In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",2,"CNNPolitics","G","True","angry","True",1,"left",6,"The lack of information, a linked article, and credited photographs contribute to the bias and not credible tendency of this account. Also the chosen language incorporates trigger words that play to highlight the account's political affiliation in a positive light.  ",0.0399125731077519,0.0806494737146907,1600096318111,0.498428007513897,0.153362466550575,1600096315130,0,"False","with image","angry"
"116",150,"cI54GMP9","09/14/20",0.973282840024759,0.856173588398317,0.0283323557848699,0.0687148582712996,"Female","White/Caucasian/European","Undergraduate",20,"Slightly Conservative","Slightly Conservative","In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",3,"amlookout","B","True","angry","False",0,"right",5,"The chosen language and syntax cater to right wing politics.",0.118990090352334,0.1485699077531,1600096634740,0.877041596810629,1.63262016574565,1600096637859,0,"True","without image","angry"
"117",151,"cI54GMP9","09/14/20",0.973282840024759,0.856173588398317,0.0283323557848699,0.0687148582712996,"Female","White/Caucasian/European","Undergraduate",20,"Slightly Conservative","Slightly Conservative","In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",4,"InvestWatchBlog","D","True","angry","True",0,"right",6,"The poor grammar and spelling, choice of words, poor photographs without additional information or article contributed to the account's lack of credibility.",0.0734606126656901,0.164519581750652,1600096719571,0.867456442651218,1.59427954910801,1600096721485,0,"True","with image","angry"
"118",152,"cI54GMP9","09/14/20",0.973282840024759,0.856173588398317,0.0283323557848699,0.0687148582712996,"Female","White/Caucasian/European","Undergraduate",20,"Slightly Conservative","Slightly Conservative","In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",5,"nypost","F","True","angry","False",1,"right",7,"The poor grammar and choice of words contribute to the lack of credibility of the account. ",0.133367821591451,0.186910524390744,1600096834353,0.718886553180349,0.268384316463506,1600096836183,0,"False","without image","angry"
"119",153,"cI54GMP9","09/14/20",0.973282840024759,0.856173588398317,0.0283323557848699,0.0687148582712996,"Female","White/Caucasian/European","Undergraduate",20,"Slightly Conservative","Slightly Conservative","In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",6,"MotherJones","E","True","angry","False",1,"left",5,"The topics, combined with the ""buzz words"" and their connotations, and lack of linked sources contributed to my decision that it isn't a credible source. ",0.0423088616476046,0.190878755689032,1600096907143,-0.915382276704791,0.496779361290994,1600096908768,0,"False","without image","angry"
"120",154,"cI54GMP9","09/14/20",0.973282840024759,0.856173588398317,0.0283323557848699,0.0687148582712996,"Female","White/Caucasian/European","Undergraduate",20,"Slightly Conservative","Slightly Conservative","In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",7,"opednews","C","True","angry","False",0,"left",5,"The topics and the account's choice of titles, and their punctuation, displays the bias inherent in the tweets. ",0.030327418948341,0.212445352547706,1600097018519,-0.901004545465674,0.420098128015707,1600097022035,0,"True","without image","angry"
"121",155,"T14tGv9q","09/14/20",0.498776024970208,0.456933944368139,0.190753589257757,0.261105111067508,"Female","Middle Eastern","Undergraduate",22,"Slightly liberal","Moderate","Take some medicine and try and feel better before the interview.","Look around the store and see if there is anyone to help.",0,"CNNPolitics","G","True","angry","True",1,"left",6,"The tweets were based on one political side",0.15014184137042,0.305900605601963,1600103039499,-0.670960836498697,0.421746783014081,1600103055595,0,"False","with image","angry"
"122",156,"T14tGv9q","09/14/20",0.498776024970208,0.456933944368139,0.190753589257757,0.261105111067508,"Female","Middle Eastern","Undergraduate",22,"Slightly liberal","Moderate","Take some medicine and try and feel better before the interview.","Look around the store and see if there is anyone to help.",1,"InvestWatchBlog","D","True","angry","False",0,"right",6,"There was a variety of tweets but some misspelling on a few tweets, making it not as reliable.",0.222030506707117,0.148569889470869,1600103176247,-0.00958523606380446,0.162947620709986,1600103180573,0,"True","without image","angry"
"123",157,"T14tGv9q","09/14/20",0.498776024970208,0.456933944368139,0.190753589257757,0.261105111067508,"Female","Middle Eastern","Undergraduate",22,"Slightly liberal","Moderate","Take some medicine and try and feel better before the interview.","Look around the store and see if there is anyone to help.",2,"nypost","F","True","angry","True",1,"right",6,"There was a variety of tweets mostly not political",0.63658844238387,0.0527183478767601,1600103310342,-8.19043934896513e-08,0.0958515415941092,1600103342875,1,"True","with image","angry"
"124",158,"T14tGv9q","09/14/20",0.498776024970208,0.456933944368139,0.190753589257757,0.261105111067508,"Female","Middle Eastern","Undergraduate",22,"Slightly liberal","Moderate","Take some medicine and try and feel better before the interview.","Look around the store and see if there is anyone to help.",3,"Jerusalem_Post","H","True","angry","False",1,"right",6,"The tweets were all on the same topic but also more political",0.991239146282074,0.900180181767671,1600103430694,0.829115826013574,0.31631008726056,1600103436288,1,"True","without image","angry"
"125",159,"T14tGv9q","09/14/20",0.498776024970208,0.456933944368139,0.190753589257757,0.261105111067508,"Female","Middle Eastern","Undergraduate",22,"Slightly liberal","Moderate","Take some medicine and try and feel better before the interview.","Look around the store and see if there is anyone to help.",4,"amlookout","B","True","angry","True",0,"right",6,"All of the tweets were on the same subject but the topics were political",0.499999959047803,0.0575109249564656,1600103513150,0.987270869643854,1.84349355725269,1600103518544,0,"True","with image","angry"
"126",160,"T14tGv9q","09/14/20",0.498776024970208,0.456933944368139,0.190753589257757,0.261105111067508,"Female","Middle Eastern","Undergraduate",22,"Slightly liberal","Moderate","Take some medicine and try and feel better before the interview.","Look around the store and see if there is anyone to help.",5,"veteranstoday","A","True","angry","True",0,"left",5,"The tweets were political and the topics had variety",0.885802450528554,0,1600103586016,0.977685715484443,1.94893025300621,1600103575424,1,"False","with image","angry"
"127",161,"T14tGv9q","09/14/20",0.498776024970208,0.456933944368139,0.190753589257757,0.261105111067508,"Female","Middle Eastern","Undergraduate",22,"Slightly liberal","Moderate","Take some medicine and try and feel better before the interview.","Look around the store and see if there is anyone to help.",6,"MotherJones","E","True","angry","False",1,"left",5,"The tweets were all from one political side ",0.0183459762490773,0.0335480407005777,1600103676735,0.680545936542705,0.172532774869397,1600103682859,0,"False","without image","angry"
"128",162,"T14tGv9q","09/14/20",0.498776024970208,0.456933944368139,0.190753589257757,0.261105111067508,"Female","Middle Eastern","Undergraduate",22,"Slightly liberal","Moderate","Take some medicine and try and feel better before the interview.","Look around the store and see if there is anyone to help.",7,"opednews","C","True","angry","False",0,"left",5,"The majority of the tweets seem informal",0.186086178609326,0.0718886561955819,1600103746303,-0.503220638709006,0.0575109249564654,1600103742432,0,"True","without image","angry"
"129",163,"SsGvnBYz","09/14/20",0.613232968793036,0.403966213734851,0.431652195952623,0.473334149426694,"Male","African American/Black","Undergraduate",23,"Moderate","Very liberal","I would inform the interviewer of my potential illness and ask to reschedule my interview at a later time. ","I would look for the cashier, I don't want to be assumed as a thief because of my skin color. ",0,"CNNPolitics","G","True","angry","True",1,"left",16,"Most tweets came from a personal connection to a particular party-republican. Thus the tweets reflected common views for the republican party and its affliates. ",0.557530024585514,0.105437362867776,1600109695368,0.4457499599836,0.709305895655951,1600109703286,1,"True","with image","angry"
"130",164,"SsGvnBYz","09/14/20",0.613232968793036,0.403966213734851,0.431652195952623,0.473334149426694,"Male","African American/Black","Undergraduate",23,"Moderate","Very liberal","I would inform the interviewer of my potential illness and ask to reschedule my interview at a later time. ","I would look for the cashier, I don't want to be assumed as a thief because of my skin color. ",1,"opednews","C","True","angry","True",0,"left",8,"Tweets and images were mainly defamatory to the republican party. ",0.315503350729937,0.182119081317068,1600109838842,-0.455260268360273,0.508016457855945,1600109837282,0,"True","with image","angry"
"131",165,"SsGvnBYz","09/14/20",0.613232968793036,0.403966213734851,0.431652195952623,0.473334149426694,"Male","African American/Black","Undergraduate",23,"Moderate","Very liberal","I would inform the interviewer of my potential illness and ask to reschedule my interview at a later time. ","I would look for the cashier, I don't want to be assumed as a thief because of my skin color. ",2,"Jerusalem_Post","H","True","angry","True",1,"right",8,"The tweets seem to be an even mix of credible and biased information. ",0.461677876523899,0.167741259107826,1600110094165,0.0048300789001714,0.345067733021814,1600110074866,0,"False","with image","angry"
"132",166,"SsGvnBYz","09/14/20",0.613232968793036,0.403966213734851,0.431652195952623,0.473334149426694,"Male","African American/Black","Undergraduate",23,"Moderate","Very liberal","I would inform the interviewer of my potential illness and ask to reschedule my interview at a later time. ","I would look for the cashier, I don't want to be assumed as a thief because of my skin color. ",3,"amlookout","B","True","angry","False",0,"right",7,"Each tweet was definitely very right winged in nature. ",0.293936599133727,0.239630370154037,1600110188478,0.809988122617737,0.297141658991007,1600110204858,0,"True","without image","angry"
"133",167,"SsGvnBYz","09/14/20",0.613232968793036,0.403966213734851,0.431652195952623,0.473334149426694,"Male","African American/Black","Undergraduate",23,"Moderate","Very liberal","I would inform the interviewer of my potential illness and ask to reschedule my interview at a later time. ","I would look for the cashier, I don't want to be assumed as a thief because of my skin color. ",4,"veteranstoday","A","True","angry","False",0,"left",5,"Each tweet seemed to be coming from a news outlet with more credible sources and some neutrality.",0.902597757607328,0.167741259107826,1600110309725,-0.00954774330907077,0.38340859224646,1600110307890,1,"False","without image","angry"
"134",168,"SsGvnBYz","09/14/20",0.613232968793036,0.403966213734851,0.431652195952623,0.473334149426694,"Male","African American/Black","Undergraduate",23,"Moderate","Very liberal","I would inform the interviewer of my potential illness and ask to reschedule my interview at a later time. ","I would look for the cashier, I don't want to be assumed as a thief because of my skin color. ",5,"MotherJones","E","True","angry","False",1,"left",5,"The tweets seem to come from a trump supporter. ",0.365825728462284,0.277971229378683,1600110381946,0.579942967269861,0.690135466043627,1600110385426,0,"False","without image","angry"
"135",169,"SsGvnBYz","09/14/20",0.613232968793036,0.403966213734851,0.431652195952623,0.473334149426694,"Male","African American/Black","Undergraduate",23,"Moderate","Very liberal","I would inform the interviewer of my potential illness and ask to reschedule my interview at a later time. ","I would look for the cashier, I don't want to be assumed as a thief because of my skin color. ",6,"InvestWatchBlog","D","True","angry","True",0,"right",8,"Credibility seemed lacking in some tweet but not all. ",0.418544409896173,0.287556444184845,1600110466742,0.340312597115824,0.479260740308074,1600110470612,0,"True","with image","angry"
"136",170,"SsGvnBYz","09/14/20",0.613232968793036,0.403966213734851,0.431652195952623,0.473334149426694,"Male","African American/Black","Undergraduate",23,"Moderate","Very liberal","I would inform the interviewer of my potential illness and ask to reschedule my interview at a later time. ","I would look for the cashier, I don't want to be assumed as a thief because of my skin color. ",7,"nypost","F","True","angry","False",1,"right",8,"Tweets were a mix of both right wing and left wing notions.",0.351447906253042,0.158156080866357,1600110564636,0.0767191899463826,0.527186814338882,1600110569832,0,"False","without image","angry"
"137",171,"cMw9SHL6","09/14/20",0.996702088659181,0.970559875016967,0.00933075810337926,0.972570814527907,"Male","White/Caucasian/European","Masters",29,"Moderate","Slightly liberal","I would inform the company of my condition, determining if it possible to reschedule or could make it an online format interview. I would not want to miss out on the opportunity to get a job because of being ill, but at the same time do not want to be thought of as disrespectful by the company for subjecting them to a potential illness.","I would attempt to find the cashier so that I can check out in a timely manner. If he was not found and I was in a rush then I would leave and come back at a different time or place to retrieve the item.",0,"Jerusalem_Post","H","True","happy","False",1,"right",31,"seemed very bias about jewish heritage.",0.459281572822359,0.306726873797168,1600119758409,0.920218092888594,1.72372118936228,1600119751876,0,"False","without image","happy"
"138",172,"cMw9SHL6","09/14/20",0.996702088659181,0.970559875016967,0.00933075810337926,0.972570814527907,"Male","White/Caucasian/European","Masters",29,"Moderate","Slightly liberal","I would inform the company of my condition, determining if it possible to reschedule or could make it an online format interview. I would not want to miss out on the opportunity to get a job because of being ill, but at the same time do not want to be thought of as disrespectful by the company for subjecting them to a potential illness.","I would attempt to find the cashier so that I can check out in a timely manner. If he was not found and I was in a rush then I would leave and come back at a different time or place to retrieve the item.",1,"veteranstoday","A","True","happy","True",0,"left",4,"glorifying the democratic side",0.696515639274856,0.19170429612323,1600119870537,-0.958484045683752,0.324279791098013,1600119873735,1,"False","with image","happy"
