usertoken,date,inst_credibleCertainChoice,inst_credibleCertainUncertainty,inst_nCredibleNCertain,inst_nCredibleNCertainUncertainty,preq_gender,preq_race,preq_education,preq_age,postq_economic,postq_social,postq_emotions_Upset,postq_emotions_Inspired,postq_emotions_Determined,postq_emotions_Active,postq_emotions_Hostile,postq_emotions_Attentive,postq_emotions_Afraid,postq_emotions_Nervous,postq_emotions_Ashamed,postq_emotions_Alert,account_index,condition_account,condition_accAlias,condition_block,condition_emotionSort,condition_showImage,count_tweets,sourceComment,credibility_choice,credibility_uncertainty,credibility_time,politicalOrientation_choice,politicalOrientation_uncertainty,politicalOrientation_time
ZrlGVGE9,9/4/20,0.419410796,0.359081079,0.552025967,0.432529481,Female,White/Caucasian/European,Undergraduate,36,Slightly Conservative,Moderate,Very slightly/Not at all,Quite a bit,A little,Extremely,Quite a bit,Quite a bit,Moderately,Moderately,A little,A little,7,InvestWatchBlog,D,TRUE,happy,TRUE,8,Very good,0.471263091,0.273178622,1.59923E+12,0.306764345,0.670965036,1.59923E+12
meIktrn2,9/4/20,0.813175842,0.171379606,0.680560671,0.110172604,Female,White/Caucasian/European,Masters,26,Slightly Conservative,Moderate,Moderately,Quite a bit,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,0,InvestWatchBlog,D,FALSE,Mixed,FALSE,6,the content of tweet influenced my decision,0.665363691,0.071889111,1.59923E+12,0.177363945,0,1.59923E+12
meIktrn2,9/4/20,0.813175842,0.171379606,0.680560671,0.110172604,Female,White/Caucasian/European,Masters,26,Slightly Conservative,Moderate,Moderately,Quite a bit,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,1,veteranstoday,A,FALSE,Mixed,FALSE,6,the description made my influence,0.679741513,0.009585215,1.59923E+12,0.364275634,0.057511289,1.59923E+12
meIktrn2,9/4/20,0.813175842,0.171379606,0.680560671,0.110172604,Female,White/Caucasian/European,Masters,26,Slightly Conservative,Moderate,Moderately,Quite a bit,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,2,CNNPolitics,G,FALSE,Mixed,TRUE,6,content,0.605456099,0,1.59923E+12,0.359483027,0,1.59923E+12
meIktrn2,9/4/20,0.813175842,0.171379606,0.680560671,0.110172604,Female,White/Caucasian/European,Masters,26,Slightly Conservative,Moderate,Moderately,Quite a bit,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,3,opednews,C,FALSE,Mixed,TRUE,6,content,0.555133721,0,1.59923E+12,0.306764345,0,1.59923E+12
meIktrn2,9/4/20,0.813175842,0.171379606,0.680560671,0.110172604,Female,White/Caucasian/European,Masters,26,Slightly Conservative,Moderate,Moderately,Quite a bit,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,4,Jerusalem_Post,H,FALSE,Mixed,FALSE,6,description,0.648589565,0,1.59923E+12,0.244460449,0,1.59923E+12
meIktrn2,9/4/20,0.813175842,0.171379606,0.680560671,0.110172604,Female,White/Caucasian/European,Masters,26,Slightly Conservative,Moderate,Moderately,Quite a bit,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,5,MotherJones,E,FALSE,Mixed,FALSE,6,content,0.552737417,0,1.59923E+12,0.512846464,0,1.59923E+12
meIktrn2,9/4/20,0.813175842,0.171379606,0.680560671,0.110172604,Female,White/Caucasian/European,Masters,26,Slightly Conservative,Moderate,Moderately,Quite a bit,Extremely,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,6,amlookout,B,FALSE,Mixed,TRUE,5,description,0.615041313,0,1.59923E+12,0.407409101,0,1.59923E+12
U0CL05FC,9/4/20,0.971839176,0.757675848,0.194732243,0.106061839,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,Very slightly/Not at all,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,A little,Very slightly/Not at all,Very slightly/Not at all,,0,opednews,C,TRUE,angry,FALSE,11,the tweet is more about right party negativeness,0.375390877,0.493643718,1.59923E+12,-0.35465671,0.738069248,1.59923E+12
U0CL05FC,9/4/20,0.971839176,0.757675848,0.194732243,0.106061839,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,Very slightly/Not at all,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,A little,Very slightly/Not at all,Very slightly/Not at all,,1,amlookout,B,TRUE,angry,FALSE,6,the tweet is more about democratic party and its skillfulness,0.322671645,0.392997911,1.59923E+12,-0.239632931,0.46968043,1.59923E+12
U0CL05FC,9/4/20,0.971839176,0.757675848,0.194732243,0.106061839,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,Very slightly/Not at all,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,A little,Very slightly/Not at all,Very slightly/Not at all,,2,Jerusalem_Post,H,TRUE,angry,FALSE,7,The tweet is about the daily affairs  and not regarding the political parties,0.476036683,0.493643718,1.59923E+12,0.081475118,0.738069248,1.59923E+12
U0CL05FC,9/4/20,0.971839176,0.757675848,0.194732243,0.106061839,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,Very slightly/Not at all,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,A little,Very slightly/Not at all,Very slightly/Not at all,,3,nypost,F,TRUE,angry,TRUE,6,The tweet mostly related to right party and their decisions on movement,0.600645777,0.201291613,1.59923E+12,0.316315333,0.517607005,1.59923E+12
U0CL05FC,9/4/20,0.971839176,0.757675848,0.194732243,0.106061839,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,Very slightly/Not at all,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,A little,Very slightly/Not at all,Very slightly/Not at all,,4,MotherJones,E,TRUE,angry,FALSE,5,The tweet is related to president actions on various political matters,0.658157667,0.182120983,1.59923E+12,0.460095057,0.738069248,1.59923E+12
U0CL05FC,9/4/20,0.971839176,0.757675848,0.194732243,0.106061839,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,Very slightly/Not at all,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,A little,Very slightly/Not at all,Very slightly/Not at all,,5,InvestWatchBlog,D,TRUE,angry,TRUE,5,the images and the tweet refers to daily happenings and mostly not about the political party,0.423317452,0.268388817,1.59923E+12,0.17253561,0.613460154,1.59923E+12
U0CL05FC,9/4/20,0.971839176,0.757675848,0.194732243,0.106061839,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,Very slightly/Not at all,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,A little,Very slightly/Not at all,Very slightly/Not at all,,6,veteranstoday,A,TRUE,angry,TRUE,5,this images and the tweets are about and against the negativity of the right political party,0.598249449,0.254010845,1.59923E+12,0.469680372,0.603874839,1.59923E+12
U0CL05FC,9/4/20,0.971839176,0.757675848,0.194732243,0.106061839,Female,White/Caucasian/European,Masters,35,Moderate,Slightly liberal,Very slightly/Not at all,Quite a bit,Extremely,Extremely,Quite a bit,Extremely,A little,Very slightly/Not at all,Very slightly/Not at all,,7,CNNPolitics,G,TRUE,angry,TRUE,5,this images and the tweet about the democrat party and few about the party leaders,0.61502375,0.359449309,1.59923E+12,-0.436131887,0.613460154,1.59923E+12
ErqjigK6,9/4/20,0.997724677,0.888022093,0.000243774,0.014464479,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,Very slightly/Not at all,Quite a bit,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,0,CNNPolitics,G,FALSE,Mixed,FALSE,7,It's mostly just neutral presentation of facts,0.490414872,0,1.59923E+12,-0.023962834,0,1.59923E+12
ErqjigK6,9/4/20,0.997724677,0.888022093,0.000243774,0.014464479,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,Very slightly/Not at all,Quite a bit,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,1,veteranstoday,A,FALSE,Mixed,TRUE,6,It was mostly just a neutral presentation of information / articles.,0.502396315,0,1.59923E+12,-0.014377679,0,1.59923E+12
ErqjigK6,9/4/20,0.997724677,0.888022093,0.000243774,0.014464479,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,Very slightly/Not at all,Quite a bit,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,2,nypost,F,FALSE,Mixed,TRUE,6,There wasn't anything to explicitly political or opinionated,0.497603738,0.009585155,1.59923E+12,0.00479263,0,1.59923E+12
ErqjigK6,9/4/20,0.997724677,0.888022093,0.000243774,0.014464479,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,Very slightly/Not at all,Quite a bit,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,3,MotherJones,E,FALSE,Mixed,TRUE,6,There wasn't any clear coherent political agenda made clear,0.507188892,0,1.59923E+12,0.019170362,0,1.59923E+12
ErqjigK6,9/4/20,0.997724677,0.888022093,0.000243774,0.014464479,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,Very slightly/Not at all,Quite a bit,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,4,Jerusalem_Post,H,FALSE,Mixed,FALSE,6,It was mostly just reporting articles with no clear opinionated statements,0.500000026,0.004792577,1.59923E+12,0.043133249,0.028755464,1.59923E+12
ErqjigK6,9/4/20,0.997724677,0.888022093,0.000243774,0.014464479,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,Very slightly/Not at all,Quite a bit,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,5,amlookout,B,FALSE,Mixed,TRUE,5,Just articles with no clear opinionated statements,0.507188892,0,1.59923E+12,-0.009585102,0,1.59923E+12
ErqjigK6,9/4/20,0.997724677,0.888022093,0.000243774,0.014464479,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,Very slightly/Not at all,Quite a bit,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,6,InvestWatchBlog,D,FALSE,Mixed,FALSE,5,Pretty clearly sharing stuff in a way that is framed to favor republicans over democrats,0.118990125,0.019170309,1.59923E+12,0.675753462,0,1.59923E+12
ErqjigK6,9/4/20,0.997724677,0.888022093,0.000243774,0.014464479,Female,White/Caucasian/European,Undergraduate,25,Very liberal,Very liberal,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,Very slightly/Not at all,Quite a bit,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,7,opednews,C,FALSE,Mixed,FALSE,5,neutral presentation of articles,0.509585181,0,1.59923E+12,-0.004792525,0,1.59923E+12
rChphIlQ,9/4/20,,,,,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,Very slightly/Not at all,A little,Moderately,Moderately,Very slightly/Not at all,Moderately,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,0,opednews,C,FALSE,Mixed,TRUE,9,I based my judgement on the pictures and the text.,0.80674561,0.335482518,1.59923E+12,-0.992032298,0.640591916,1.59923E+12
rChphIlQ,9/4/20,,,,,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,Very slightly/Not at all,A little,Moderately,Moderately,Very slightly/Not at all,Moderately,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,1,InvestWatchBlog,D,FALSE,Mixed,TRUE,6,the text assist in the decision making.,0.940938617,0.857067987,1.59923E+12,0.742891619,0.306726874,1.59923E+12
rChphIlQ,9/4/20,,,,,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,Very slightly/Not at all,A little,Moderately,Moderately,Very slightly/Not at all,Moderately,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,2,nypost,F,FALSE,Mixed,FALSE,5,The text is enough to make decision.,0.921768187,0.809141913,1.59923E+12,-0.004755136,0.5176016,1.59923E+12
rChphIlQ,9/4/20,,,,,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,Very slightly/Not at all,A little,Moderately,Moderately,Very slightly/Not at all,Moderately,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,3,MotherJones,E,FALSE,Mixed,FALSE,5,the text is sufficient to make decision.,0.83310495,0.172533867,1.59924E+12,0.809988123,1.565565145,1.59924E+12
rChphIlQ,9/4/20,,,,,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,Very slightly/Not at all,A little,Moderately,Moderately,Very slightly/Not at all,Moderately,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,4,CNNPolitics,G,FALSE,Mixed,TRUE,5,The picture help to make decisions.,0.96250535,0.845086469,1.59924E+12,0.872292019,1.627869041,1.59924E+12
rChphIlQ,9/4/20,,,,,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,Very slightly/Not at all,A little,Moderately,Moderately,Very slightly/Not at all,Moderately,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,5,Jerusalem_Post,H,FALSE,Mixed,TRUE,5,the picture and the text helps to make decision.,0.976883172,0.907390365,1.59924E+12,0.929803308,1.728513797,1.59924E+12
rChphIlQ,9/4/20,,,,,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,Very slightly/Not at all,A little,Moderately,Moderately,Very slightly/Not at all,Moderately,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,6,veteranstoday,A,FALSE,Mixed,FALSE,5,Just followed my instincts.,0.938542313,0.859464291,1.59924E+12,-0.872217112,0.367413258,1.59924E+12
rChphIlQ,9/4/20,,,,,Female,African American/Black,Undergraduate,27,Slightly liberal,Very liberal,Very slightly/Not at all,A little,Moderately,Moderately,Very slightly/Not at all,Moderately,Very slightly/Not at all,Very slightly/Not at all,Very slightly/Not at all,Moderately,7,amlookout,B,FALSE,Mixed,FALSE,5,The text is the main influence.,0.912182972,0.124607792,1.59924E+12,0.987314597,1.781232478,1.59924E+12
yEenLS8X,9/4/20,0.760320207,0.271638474,0.612153766,0.205786723,Male,White/Caucasian/European,Undergraduate,30,Moderate,Slightly Conservative,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,Moderately,0,Jerusalem_Post,H,FALSE,Mixed,FALSE,95,Effective way to interact with  audience followers be the tiebreaker on a decision,0.849879076,0,1.59924E+12,0.512846464,0,1.59924E+12
yEenLS8X,9/4/20,0.760320207,0.271638474,0.612153766,0.205786723,Male,White/Caucasian/European,Undergraduate,30,Moderate,Slightly Conservative,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,Moderately,1,nypost,F,FALSE,Mixed,TRUE,97,Text and images will be different,0.713289765,0.004792607,1.59924E+12,0.18694916,0.01917043,1.59924E+12
yEenLS8X,9/4/20,0.760320207,0.271638474,0.612153766,0.205786723,Male,White/Caucasian/European,Undergraduate,30,Moderate,Slightly Conservative,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,Moderately,2,veteranstoday,A,FALSE,Mixed,FALSE,96,I like this text and images,0.72287498,0.043133467,1.59924E+12,0.18694916,0.028755644,1.59924E+12
yEenLS8X,9/4/20,0.760320207,0.271638474,0.612153766,0.205786723,Male,White/Caucasian/European,Undergraduate,30,Moderate,Slightly Conservative,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,Moderately,3,amlookout,B,FALSE,Mixed,FALSE,96,The text and images will be develop,0.662967387,0.158156044,1.59924E+12,0.771647263,0.057511289,1.59924E+12
yEenLS8X,9/4/20,0.760320207,0.271638474,0.612153766,0.205786723,Male,White/Caucasian/European,Undergraduate,30,Moderate,Slightly Conservative,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,Moderately,Quite a bit,A little,Moderately,4,CNNPolitics,G,FALSE,Mixed,FALSE,47,I really thing is amazing,0.758819536,0.014377822,1.59924E+12,0.349897812,0.124607792,1.59924E+12
psUg0qaW,9/4/20,,,0.607976568,0.681783356,Female,African American/Black,Masters,51,Very liberal,Very liberal,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,Extremely,0,nypost,F,FALSE,Mixed,TRUE,41,Nothing,0.697297727,0.479265745,1.59924E+12,0.413766084,0.776410507,1.59924E+12
psUg0qaW,9/4/20,,,0.607976568,0.681783356,Female,African American/Black,Masters,51,Very liberal,Very liberal,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,Extremely,1,opednews,C,FALSE,Mixed,TRUE,4,nothing,0.714072028,0.35941534,1.59924E+12,0.265193703,1.15982325,1.59924E+12
psUg0qaW,9/4/20,,,0.607976568,0.681783356,Female,African American/Black,Masters,51,Very liberal,Very liberal,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,Extremely,2,Jerusalem_Post,H,FALSE,Mixed,FALSE,6,nothing,0.802736191,0.419323558,1.59924E+12,0.351461537,0,1.59924E+12
psUg0qaW,9/4/20,,,0.607976568,0.681783356,Female,African American/Black,Masters,51,Very liberal,Very liberal,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,Extremely,3,veteranstoday,A,FALSE,Mixed,FALSE,5,Nothing,0.869833395,0,1.59924E+12,0.437729371,0,1.59924E+12
psUg0qaW,9/4/20,,,0.607976568,0.681783356,Female,African American/Black,Masters,51,Very liberal,Very liberal,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,Extremely,4,MotherJones,E,FALSE,Mixed,TRUE,5,Nothing,0.795547205,0,1.59924E+12,0.16934048,0,1.59924E+12
psUg0qaW,9/4/20,,,0.607976568,0.681783356,Female,African American/Black,Masters,51,Very liberal,Very liberal,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,Extremely,5,CNNPolitics,G,FALSE,Mixed,FALSE,4,nothing,0.656560139,0,1.59924E+12,0.246023073,0,1.59924E+12
psUg0qaW,9/4/20,,,0.607976568,0.681783356,Female,African American/Black,Masters,51,Very liberal,Very liberal,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,Extremely,6,amlookout,B,FALSE,Mixed,FALSE,5,nothing,0.726053672,0,1.59924E+12,0.394595454,0,1.59924E+12
psUg0qaW,9/4/20,,,0.607976568,0.681783356,Female,African American/Black,Masters,51,Very liberal,Very liberal,Quite a bit,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Extremely,Extremely,7,InvestWatchBlog,D,FALSE,Mixed,TRUE,5,nothing,0.793150876,0,1.59924E+12,0.667776929,0,1.59924E+12
fB9iDwas,9/4/20,0.370445194,0.032643734,0.984555448,0,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Quite a bit,Extremely,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,0,nypost,F,FALSE,Mixed,TRUE,16,Read the scenarios the study.,0.749234321,0.287556444,1.59924E+12,0.220497412,0.814743259,1.59924E+12
fB9iDwas,9/4/20,0.370445194,0.032643734,0.984555448,0,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Quite a bit,Extremely,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,1,veteranstoday,A,FALSE,Mixed,FALSE,8,based on read the questions,0.871445809,0.708497158,1.59924E+12,-0.225215076,1.322759643,1.59924E+12
fB9iDwas,9/4/20,0.370445194,0.032643734,0.984555448,0,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Quite a bit,Extremely,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,2,opednews,C,FALSE,Mixed,TRUE,7,based on opinion,0.957712743,0.284351384,1.59924E+12,0.234875234,0.690135466,1.59924E+12
fB9iDwas,9/4/20,0.370445194,0.032643734,0.984555448,0,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Quite a bit,Extremely,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,3,InvestWatchBlog,D,FALSE,Mixed,TRUE,6,read the tweet story,0.984072083,0.85227538,1.59924E+12,0.522431678,0.402579022,1.59924E+12
fB9iDwas,9/4/20,0.370445194,0.032643734,0.984555448,0,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Quite a bit,Extremely,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,4,amlookout,B,FALSE,Mixed,FALSE,8,the Donald trump articals are very inspiration,0.473659395,0.402579058,1.59924E+12,0.651832078,0.613453748,1.59924E+12
fB9iDwas,9/4/20,0.370445194,0.032643734,0.984555448,0,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Quite a bit,Extremely,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,5,Jerusalem_Post,H,FALSE,Mixed,FALSE,6,is lored cancel isreal concert,0.591078276,0.277971229,1.59924E+12,0.766854656,1.359483027,1.59924E+12
fB9iDwas,9/4/20,0.370445194,0.032643734,0.984555448,0,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Quite a bit,Extremely,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,6,MotherJones,E,FALSE,Mixed,TRUE,8,fox & friends confused president,0.998449906,0.993657298,1.59924E+12,-0.479223305,0.2588008,1.59924E+12
fB9iDwas,9/4/20,0.370445194,0.032643734,0.984555448,0,Female,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Quite a bit,Extremely,Quite a bit,Extremely,Quite a bit,Moderately,Quite a bit,Extremely,Moderately,Quite a bit,7,CNNPolitics,G,FALSE,Mixed,FALSE,7,based on opinion,0.914579276,0.828312343,1.59924E+12,-0.493601128,0,1.59924E+12
XmjpoTvG,9/4/20,0.717284872,0.093850737,0.73972744,0.216264741,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Very slightly/Not at all,Quite a bit,A little,Extremely,Very slightly/Not at all,Moderately,Moderately,Moderately,Very slightly/Not at all,A little,0,opednews,C,TRUE,happy,TRUE,5,trustworthiness of this tweets and followed as per instruction,0.579096758,0.321104696,1.59924E+12,0.57515036,1.019207901,1.59924E+12
XmjpoTvG,9/4/20,0.717284872,0.093850737,0.73972744,0.216264741,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Very slightly/Not at all,Quite a bit,A little,Extremely,Very slightly/Not at all,Moderately,Moderately,Moderately,Very slightly/Not at all,A little,1,InvestWatchBlog,D,TRUE,happy,FALSE,7,To followed as per the instructions of the tweet.,0.876238417,0.11022997,1.59924E+12,0.239667842,0.709305896,1.59924E+12
XmjpoTvG,9/4/20,0.717284872,0.093850737,0.73972744,0.216264741,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Very slightly/Not at all,Quite a bit,A little,Extremely,Very slightly/Not at all,Moderately,Moderately,Moderately,Very slightly/Not at all,A little,2,CNNPolitics,G,TRUE,happy,TRUE,8,Previous tweet about Donald trump and i decide by follow the instructions,0.631815439,0.206082118,1.59924E+12,-0.167703788,0.508016385,1.59924E+12
XmjpoTvG,9/4/20,0.717284872,0.093850737,0.73972744,0.216264741,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Very slightly/Not at all,Quite a bit,A little,Extremely,Very slightly/Not at all,Moderately,Moderately,Moderately,Very slightly/Not at all,A little,3,nypost,F,TRUE,happy,FALSE,7,to follows as per the instruction,0.732460195,0.186911689,1.59924E+12,0.450542567,0.2588008,1.59924E+12
XmjpoTvG,9/4/20,0.717284872,0.093850737,0.73972744,0.216264741,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Very slightly/Not at all,Quite a bit,A little,Extremely,Very slightly/Not at all,Moderately,Moderately,Moderately,Very slightly/Not at all,A little,4,veteranstoday,A,TRUE,happy,FALSE,7,I seen heard something about the trustworthiness,0.672552602,0.148570829,1.59924E+12,0.642246864,0.076681718,1.59924E+12
XmjpoTvG,9/4/20,0.717284872,0.093850737,0.73972744,0.216264741,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Very slightly/Not at all,Quite a bit,A little,Extremely,Very slightly/Not at all,Moderately,Moderately,Moderately,Very slightly/Not at all,A little,5,Jerusalem_Post,H,TRUE,happy,TRUE,5,BBC apologize for jewis guys comments,0.61264501,0.292349052,1.59924E+12,3.75E-05,0.5176016,1.59924E+12
XmjpoTvG,9/4/20,0.717284872,0.093850737,0.73972744,0.216264741,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Very slightly/Not at all,Quite a bit,A little,Extremely,Very slightly/Not at all,Moderately,Moderately,Moderately,Very slightly/Not at all,A little,6,MotherJones,E,TRUE,happy,FALSE,7,A new report shows just how much the Republican tax plan benefits the richest Americans,0.63900435,0.244422978,1.59924E+12,0.83395116,0.210874726,1.59924E+12
XmjpoTvG,9/4/20,0.717284872,0.093850737,0.73972744,0.216264741,Male,White/Caucasian/European,Masters,35,Very Consertavite,Very Consertavite,Very slightly/Not at all,Quite a bit,A little,Extremely,Very slightly/Not at all,Moderately,Moderately,Moderately,Very slightly/Not at all,A little,7,amlookout,B,TRUE,happy,TRUE,6,: Secret Society Within FBI Held Meeting The Day After 2016 Election - We keep going further and furthe..,0.698911943,0.225252548,1.59924E+12,-0.105399891,0.508016385,1.59924E+12
