,usertoken,date,condition,account_index,tweet_index,familiarity,favorability,familiarity_number,favorability_number,condition_person,condition_accAlias,condition_personCluster,condition_showImage,biasChoice,biasCI,time,condition_imageIdx
1438,26GDL34E,10/07/20,angry,6,3,Extremely familiar,Slightly Positive,2,1,Barack Obama,O,117,True,0.726337496402239,0.1920438957475996,1602076895456.0,angry_img_idx
1439,26GDL34E,10/07/20,angry,6,4,Extremely familiar,Slightly Positive,2,1,Barack Obama,O,117,True,0.9673721818813689,0.8556731812934794,1602076898803.0,angry_img_idx
1440,26GDL34E,10/07/20,angry,6,5,Extremely familiar,Slightly Positive,2,1,Barack Obama,O,117,True,0.8380364969901284,0.23123652753282387,1602076902513.0,angry_img_idx
1441,26GDL34E,10/07/20,angry,7,0,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,True,0.7851264440800755,0.10973936899862813,1602076932495.0,angry_img_idx
1442,26GDL34E,10/07/20,angry,7,1,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,True,0.7890457072585979,0.10973936899862813,1602076936207.0,angry_img_idx
1443,26GDL34E,10/07/20,angry,7,2,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,True,0.9556143923458016,0.8693906024183079,1602076938744.0,angry_img_idx
1444,26GDL34E,10/07/20,angry,7,3,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,True,0.8811483919538753,0.11365863217715089,1602076941133.0,angry_img_idx
1445,26GDL34E,10/07/20,angry,7,4,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,True,0.6361944432962229,0.1450127376053303,1602076946112.0,angry_img_idx
1446,26GDL34E,10/07/20,angry,7,5,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,True,0.9458162343994955,0.8733098655968303,1602076948977.0,angry_img_idx
1447,nWkor2Zv,10/07/20,noImage,0,0,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.12507724702984885,0.22031539888682744,1602078818021.0,
1448,nWkor2Zv,10/07/20,noImage,0,1,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.11689207214199981,0.19596315892612193,1602078827670.0,
1449,nWkor2Zv,10/07/20,noImage,0,2,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.31285523106812174,0.23123652753282375,1602078836680.0,
1450,nWkor2Zv,10/07/20,noImage,0,3,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.1972369673017098,0.24691358024691357,1602078849387.0,
1451,nWkor2Zv,10/07/20,noImage,0,4,Moderately familiar,Slightly negative,1,-1,Hillary Clinton,L,100,False,0.12277096690978347,0.2932589151755095,1602078858186.0,
1452,nWkor2Zv,10/07/20,noImage,1,0,Somewhat familiar,Very negative,0,-2,Kim Jong-un,P,132,False,0.05565358497758672,0.22418190165405155,1602078911680.0,
1453,nWkor2Zv,10/07/20,noImage,1,1,Somewhat familiar,Very negative,0,-2,Kim Jong-un,P,132,False,0.6087596010465658,0.18028610621203223,1602078918185.0,
1454,nWkor2Zv,10/07/20,noImage,1,2,Somewhat familiar,Very negative,0,-2,Kim Jong-un,P,132,False,0.50293949522646,0.2665098961395258,1602078924140.0,
1455,nWkor2Zv,10/07/20,noImage,1,3,Somewhat familiar,Very negative,0,-2,Kim Jong-un,P,132,False,0.11101317737421616,0.2501470202117627,1602078929835.0,
1456,nWkor2Zv,10/07/20,noImage,1,4,Somewhat familiar,Very negative,0,-2,Kim Jong-un,P,132,False,0.279541494050681,0.21164021164021163,1602078938598.0,
1457,nWkor2Zv,10/07/20,noImage,2,0,Somewhat familiar,Slightly negative,0,-1,Vladimir Putin,J,111,False,0.10660400629837842,0.09014305310601609,1602079011802.0,
1458,nWkor2Zv,10/07/20,noImage,2,1,Somewhat familiar,Slightly negative,0,-1,Vladimir Putin,J,111,False,0.11297280896347738,0.12933568489124045,1602079022247.0,
1459,nWkor2Zv,10/07/20,noImage,2,2,Somewhat familiar,Slightly negative,0,-1,Vladimir Putin,J,111,False,0.05026459810711836,0.1051342826064325,1602079027993.0,
1460,nWkor2Zv,10/07/20,noImage,2,3,Somewhat familiar,Slightly negative,0,-1,Vladimir Putin,J,111,False,0.10121501942791006,0.13717421124828533,1602079036927.0,
1461,nWkor2Zv,10/07/20,noImage,2,4,Somewhat familiar,Slightly negative,0,-1,Vladimir Putin,J,111,False,0.6440329696532677,0.15677052714089745,1602079043858.0,
1462,nWkor2Zv,10/07/20,noImage,3,0,Not at all familiar,Neutral,-2,0,Angela Merkel,N,126,False,0.11640216424468451,0.14893200078385263,1602079104045.0,
1463,nWkor2Zv,10/07/20,noImage,3,1,Not at all familiar,Neutral,-2,0,Angela Merkel,N,126,False,0.25406628339028514,0.1920438957475995,1602079114531.0,
1464,nWkor2Zv,10/07/20,noImage,3,2,Not at all familiar,Neutral,-2,0,Angela Merkel,N,126,False,0.6949833909740595,0.18420536939055454,1602079122390.0,
1465,nWkor2Zv,10/07/20,noImage,3,3,Not at all familiar,Neutral,-2,0,Angela Merkel,N,126,False,0.5048991268157212,0.18028610621203223,1602079129245.0,
1466,nWkor2Zv,10/07/20,noImage,3,4,Not at all familiar,Neutral,-2,0,Angela Merkel,N,126,False,0.6401137064747453,0.18028610621203223,1602079134623.0,
1467,nWkor2Zv,10/07/20,noImage,4,0,Extremely familiar,Slightly Positive,2,1,Barack Obama,O,117,False,0.8081521152538949,0.2704291593180481,1602079174823.0,
1468,nWkor2Zv,10/07/20,noImage,4,1,Extremely familiar,Slightly Positive,2,1,Barack Obama,O,117,False,0.09925538783864885,0.15677052714089756,1602079181465.0,
1469,nWkor2Zv,10/07/20,noImage,4,2,Extremely familiar,Slightly Positive,2,1,Barack Obama,O,117,False,0.13256912485608957,0.18028610621203217,1602079189752.0,
1470,nWkor2Zv,10/07/20,noImage,4,3,Extremely familiar,Slightly Positive,2,1,Barack Obama,O,117,False,0.5048991268157212,0.09406231628453865,1602079196491.0,
1471,nWkor2Zv,10/07/20,noImage,4,4,Extremely familiar,Slightly Positive,2,1,Barack Obama,O,117,False,0.6420733380640066,0.18812463256907686,1602079203917.0,
1472,nWkor2Zv,10/07/20,noImage,5,0,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.63962379857743,0.16852831667646484,1602079248114.0,
1473,nWkor2Zv,10/07/20,noImage,5,1,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.49902023204793755,0.10973936899862835,1602079253190.0,
1474,nWkor2Zv,10/07/20,noImage,5,2,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.11297280896347738,0.14893200078385266,1602079258664.0,
1475,nWkor2Zv,10/07/20,noImage,5,3,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.6185577589928719,0.16068979031942,1602079265981.0,
1476,nWkor2Zv,10/07/20,noImage,5,4,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.12473059849904469,0.14893200078385266,1602079272945.0,
1477,nWkor2Zv,10/07/20,noImage,5,5,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.08553796671382032,0.10582010582010584,1602079277708.0,
1478,nWkor2Zv,10/07/20,noImage,5,6,Not at all familiar,Neutral,-2,0,Theresa May,K,122,False,0.50293949522646,0.17244757985498732,1602079282682.0,
1479,nWkor2Zv,10/07/20,noImage,6,0,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.8375465890928131,0.23123652753282387,1602079344377.0,
1480,nWkor2Zv,10/07/20,noImage,6,1,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.13060949326682836,0.16068979031942,1602079350252.0,
1481,nWkor2Zv,10/07/20,noImage,6,2,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.17176175664131396,0.22339800117577904,1602079355854.0,
1482,nWkor2Zv,10/07/20,noImage,6,3,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.08945722989234275,0.1567705271408975,1602079360411.0,
1483,nWkor2Zv,10/07/20,noImage,6,4,Not at all familiar,Neutral,-2,0,Emanuel Macron,M,54,False,0.6851852330277534,0.19988242210464424,1602079368544.0,
1484,nWkor2Zv,10/07/20,noImage,7,0,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,False,0.6121889563277729,0.2665098961395258,1602079516430.0,
1485,nWkor2Zv,10/07/20,noImage,7,1,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,False,0.13844801962387324,0.11365863217715072,1602079523204.0,
1486,nWkor2Zv,10/07/20,noImage,7,2,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,False,0.6891044962062758,0.15677052714089745,1602079530843.0,
1487,nWkor2Zv,10/07/20,noImage,7,3,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,False,0.16980212505205272,0.18028610621203212,1602079538557.0,
1488,nWkor2Zv,10/07/20,noImage,7,4,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,False,0.6695081803136635,0.015677052714089923,1602079546984.0,
1489,s0cslArU,10/07/20,angry,0,0,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.6743197538414779,0.3109926048000432,1602084579888.0,angry_img_idx
1490,s0cslArU,10/07/20,angry,0,1,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.5066616917626138,0.1880936782058018,1602084588768.0,angry_img_idx
1491,s0cslArU,10/07/20,angry,0,2,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.6379354046770794,0.4075363027792369,1602084600024.0,angry_img_idx
1492,s0cslArU,10/07/20,angry,0,3,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.5027430734666596,0.11363993058267191,1602084608152.0,angry_img_idx
1493,s0cslArU,10/07/20,angry,0,4,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.47335343624700305,0.1606633501341223,1602084618383.0,angry_img_idx
1494,s0cslArU,10/07/20,angry,0,5,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.5771968210897893,0.16850058672603052,1602084625296.0,angry_img_idx
1495,s0cslArU,10/07/20,angry,0,6,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.5047023826146366,0.07445374762312978,1602084635368.0,angry_img_idx
1496,s0cslArU,10/07/20,angry,0,7,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.5047023826146366,0.06661651103122151,1602084643607.0,angry_img_idx
1497,s0cslArU,10/07/20,angry,0,8,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.5047023826146366,0.10188407569480917,1602084653280.0,angry_img_idx
1498,s0cslArU,10/07/20,angry,0,9,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.5007837643186824,0.1175585488786261,1602084663640.0,angry_img_idx
1499,s0cslArU,10/07/20,angry,0,10,Moderately familiar,Very Positive,1,2,Angela Merkel,N,126,True,0.49882445517070534,0.12147716717458029,1602084671688.0,angry_img_idx
1500,s0cslArU,10/07/20,angry,1,0,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.54976649301811,0.16066335013412236,1602084734136.0,angry_img_idx
1501,s0cslArU,10/07/20,angry,1,1,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5282140923903619,0.13323302206244292,1602084747688.0,angry_img_idx
1502,s0cslArU,10/07/20,angry,1,2,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.647731950416965,0.17241920502198482,1602084754984.0,angry_img_idx
1503,s0cslArU,10/07/20,angry,1,3,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5536851113140642,0.14498887695030543,1602084765263.0,angry_img_idx
1504,s0cslArU,10/07/20,angry,1,4,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5458478747221558,0.12931440376648867,1602084774255.0,angry_img_idx
1505,s0cslArU,10/07/20,angry,1,5,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5438885655741786,0.12931440376648862,1602084784760.0,angry_img_idx
1506,s0cslArU,10/07/20,angry,1,6,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5634816570539497,0.12931440376648878,1602084793146.0,angry_img_idx
1507,s0cslArU,10/07/20,angry,1,7,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5007837643186824,0.16850058672603058,1602084806328.0,angry_img_idx
1508,s0cslArU,10/07/20,angry,1,8,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5047023826146366,0.12539578547053448,1602084813080.0,angry_img_idx
1509,s0cslArU,10/07/20,angry,1,9,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5027430734666596,0.12931440376648867,1602084823112.0,angry_img_idx
1510,s0cslArU,10/07/20,angry,1,10,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5047023826146366,0.09404683910290079,1602084830144.0,angry_img_idx
1511,s0cslArU,10/07/20,angry,1,11,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5615223479059726,0.1410702586543513,1602084836159.0,angry_img_idx
1512,s0cslArU,10/07/20,angry,1,12,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5007837643186824,0.1606633501341223,1602084848439.0,angry_img_idx
1513,s0cslArU,10/07/20,angry,1,13,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5556444204620412,0.12147716717458007,1602084855471.0,angry_img_idx
1514,s0cslArU,10/07/20,angry,1,14,Extremely familiar,Very Positive,2,2,Hillary Clinton,L,100,True,0.5713188936458581,0.137151640358397,1602084861215.0,angry_img_idx
1515,s0cslArU,10/07/20,angry,2,0,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5967899125695604,0.09404683910290079,1602084997014.0,angry_img_idx
1516,s0cslArU,10/07/20,angry,2,1,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5047023826146366,0.0626978927352671,1602085003943.0,angry_img_idx
1517,s0cslArU,10/07/20,angry,2,2,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.49882445517070534,0.0705351293271756,1602085009543.0,angry_img_idx
1518,s0cslArU,10/07/20,angry,2,3,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5007837643186824,0.035267564663587825,1602085015526.0,angry_img_idx
1519,s0cslArU,10/07/20,angry,2,4,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.49686514602272824,0.06269789273526727,1602085024847.0,angry_img_idx
1520,s0cslArU,10/07/20,angry,2,5,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5027430734666596,0.07445374762312995,1602085032311.0,angry_img_idx
1521,s0cslArU,10/07/20,angry,2,6,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5027430734666596,0.04310480125549626,1602085037254.0,angry_img_idx
1522,s0cslArU,10/07/20,angry,2,7,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5830747485337207,0.07445374762312973,1602085045151.0,angry_img_idx
1523,s0cslArU,10/07/20,angry,2,8,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5007837643186824,0.01567447318381676,1602085051192.0,angry_img_idx
1524,s0cslArU,10/07/20,angry,2,9,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5595630387579954,0.05877927443931297,1602085057199.0,angry_img_idx
1525,s0cslArU,10/07/20,angry,2,10,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5027430734666596,0.03526756466358799,1602085063367.0,angry_img_idx
1526,s0cslArU,10/07/20,angry,2,11,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5007837643186824,0.01567447318381676,1602085070791.0,angry_img_idx
1527,s0cslArU,10/07/20,angry,2,12,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5027430734666596,0.0274303280716795,1602085077759.0,angry_img_idx
1528,s0cslArU,10/07/20,angry,2,13,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.551725802166087,0.047023419551450285,1602085086455.0,angry_img_idx
1529,s0cslArU,10/07/20,angry,2,14,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5027430734666596,0.023511709775725365,1602085098879.0,angry_img_idx
1530,s0cslArU,10/07/20,angry,2,15,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.49686514602272824,0.01567447318381676,1602085103487.0,angry_img_idx
1531,s0cslArU,10/07/20,angry,2,16,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.49882445517070534,0.02743032807167939,1602085109566.0,angry_img_idx
1532,s0cslArU,10/07/20,angry,2,17,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5007837643186824,0.035267564663587825,1602085116007.0,angry_img_idx
1533,s0cslArU,10/07/20,angry,2,18,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5066616917626138,0.019593091479771063,1602085122167.0,angry_img_idx
1534,s0cslArU,10/07/20,angry,2,19,Somewhat familiar,Slightly Positive,0,1,Emanuel Macron,M,54,True,0.5047023826146366,0.01567447318381676,1602085128111.0,angry_img_idx
1535,s0cslArU,10/07/20,angry,3,0,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.5027430734666596,0.05486065614335889,1602085225455.0,angry_img_idx
1536,s0cslArU,10/07/20,angry,3,1,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.5007837643186824,0.027430328071679444,1602085232086.0,angry_img_idx
1537,s0cslArU,10/07/20,angry,3,2,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.5007837643186824,0.011755854887862516,1602085238238.0,angry_img_idx
1538,s0cslArU,10/07/20,angry,3,3,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.512539619206545,0.039186182959541904,1602085267750.0,angry_img_idx
1539,s0cslArU,10/07/20,angry,3,4,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.49882445517070534,0.05877927443931308,1602085275206.0,angry_img_idx
1540,s0cslArU,10/07/20,angry,3,5,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.49686514602272824,0.019593091479771063,1602085280198.0,angry_img_idx
1541,s0cslArU,10/07/20,angry,3,6,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.5027430734666596,0.0274303280716795,1602085284902.0,angry_img_idx
1542,s0cslArU,10/07/20,angry,3,7,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.49686514602272824,0.015674473183816817,1602085291351.0,angry_img_idx
1543,s0cslArU,10/07/20,angry,3,8,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.49294652772677405,0.07053512932717565,1602085300550.0,angry_img_idx
1544,s0cslArU,10/07/20,angry,3,9,Slightly familiar,Neutral,-1,0,Theresa May,K,122,True,0.49686514602272824,0.019593091479771063,1602085308376.0,angry_img_idx
1545,s0cslArU,10/07/20,angry,4,0,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.843662865214675,0.050942037847404587,1602085383758.0,angry_img_idx
1546,s0cslArU,10/07/20,angry,4,1,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.5047023826146366,0.05877927443931297,1602085388622.0,angry_img_idx
1547,s0cslArU,10/07/20,angry,4,2,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.49882445517070534,0.023511709775725254,1602085393342.0,angry_img_idx
1548,s0cslArU,10/07/20,angry,4,3,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.628138858937194,0.05877927443931319,1602085405158.0,angry_img_idx
1549,s0cslArU,10/07/20,angry,4,4,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.54976649301811,0.04702341955145051,1602085411374.0,angry_img_idx
1550,s0cslArU,10/07/20,angry,4,5,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.5615223479059726,0.050942037847404587,1602085419454.0,angry_img_idx
1551,s0cslArU,10/07/20,angry,4,6,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.6536098778608963,0.04702341955145051,1602085423774.0,angry_img_idx
1552,s0cslArU,10/07/20,angry,4,7,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.5203768557984534,0.0626978927352671,1602085431310.0,angry_img_idx
1553,s0cslArU,10/07/20,angry,4,8,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.5047023826146366,0.04702341955145034,1602085436454.0,angry_img_idx
1554,s0cslArU,10/07/20,angry,4,9,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.5752375119418123,0.03134894636763352,1602085446984.0,angry_img_idx
1555,s0cslArU,10/07/20,angry,4,10,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.5321327106863161,0.031348946367633745,1602085452774.0,angry_img_idx
1556,s0cslArU,10/07/20,angry,4,11,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.978855196425095,0.9279131585776904,1602085462742.0,angry_img_idx
1557,s0cslArU,10/07/20,angry,4,12,Extremely familiar,Very Positive,2,2,Barack Obama,O,117,True,0.551725802166087,0.03134894636763352,1602085469166.0,angry_img_idx
1558,s0cslArU,10/07/20,angry,5,0,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.630098168085171,0.07053512932717565,1602085523373.0,angry_img_idx
1559,s0cslArU,10/07/20,angry,5,1,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5752375119418123,0.05877927443931297,1602085528717.0,angry_img_idx
1560,s0cslArU,10/07/20,angry,5,2,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.49686514602272824,0.027430328071679444,1602085546326.0,angry_img_idx
1561,s0cslArU,10/07/20,angry,5,3,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.49686514602272824,0.035267564663587825,1602085551270.0,angry_img_idx
1562,s0cslArU,10/07/20,angry,5,4,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5184175466504763,0.043104801255496206,1602085555014.0,angry_img_idx
1563,s0cslArU,10/07/20,angry,5,5,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5007837643186824,0.023511709775725198,1602085561038.0,angry_img_idx
1564,s0cslArU,10/07/20,angry,5,6,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5713188936458581,0.023511709775725365,1602085566854.0,angry_img_idx
1565,s0cslArU,10/07/20,angry,5,7,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5047023826146366,0.019593091479770897,1602085573854.0,angry_img_idx
1566,s0cslArU,10/07/20,angry,5,8,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5047023826146366,0.027430328071679444,1602085578966.0,angry_img_idx
1567,s0cslArU,10/07/20,angry,5,9,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.512539619206545,0.01959309147977084,1602085583398.0,angry_img_idx
1568,s0cslArU,10/07/20,angry,5,10,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5360513289822703,0.05486065614335889,1602085588133.0,angry_img_idx
1569,s0cslArU,10/07/20,angry,5,11,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5047023826146366,0.03918618295954207,1602085596734.0,angry_img_idx
1570,s0cslArU,10/07/20,angry,5,12,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5380106381302473,0.01959309147977084,1602085603830.0,angry_img_idx
1571,s0cslArU,10/07/20,angry,5,13,Extremely familiar,Very negative,2,-2,Donald Trump,I,129,True,0.5047023826146366,0.027430328071679444,1602085613505.0,angry_img_idx
1572,s0cslArU,10/07/20,angry,6,0,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.5007837643186824,0.043104801255496206,1602085845157.0,angry_img_idx
1573,s0cslArU,10/07/20,angry,6,1,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.512539619206545,0.07837236591908386,1602085853461.0,angry_img_idx
1574,s0cslArU,10/07/20,angry,6,2,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.5047023826146366,0.019593091479770897,1602085858701.0,angry_img_idx
1575,s0cslArU,10/07/20,angry,6,3,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.5086210009105908,0.03918618295954196,1602085862709.0,angry_img_idx
1576,s0cslArU,10/07/20,angry,6,4,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.5282140923903619,0.031348946367633745,1602085870022.0,angry_img_idx
1577,s0cslArU,10/07/20,angry,6,5,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.49686514602272824,0.019593091479771063,1602085876357.0,angry_img_idx
1578,s0cslArU,10/07/20,angry,6,6,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.49686514602272824,0.00391861829595419,1602085909309.0,angry_img_idx
1579,s0cslArU,10/07/20,angry,6,7,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.5047023826146366,0.0039186182959543014,1602085921709.0,angry_img_idx
1580,s0cslArU,10/07/20,angry,6,8,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.5047023826146366,0.03918618295954207,1602085926949.0,angry_img_idx
1581,s0cslArU,10/07/20,angry,6,9,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.5027430734666596,0.011755854887862682,1602085942605.0,angry_img_idx
1582,s0cslArU,10/07/20,angry,6,10,Moderately familiar,Very negative,1,-2,Kim Jong-un,P,132,True,0.5047023826146366,0.01567447318381676,1602085952414.0,angry_img_idx
1583,s0cslArU,10/07/20,angry,7,0,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.5027430734666596,0.0274303280716795,1602086143836.0,angry_img_idx
1584,s0cslArU,10/07/20,angry,7,1,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.5047023826146366,0.019593091479770897,1602086150973.0,angry_img_idx
1585,s0cslArU,10/07/20,angry,7,2,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.5007837643186824,0.05486065614335872,1602086155829.0,angry_img_idx
1586,s0cslArU,10/07/20,angry,7,3,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.49686514602272824,0.027430328071679444,1602086210565.0,angry_img_idx
1587,s0cslArU,10/07/20,angry,7,4,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.6849588242285299,0.031348946367633745,1602086216117.0,angry_img_idx
1588,s0cslArU,10/07/20,angry,7,5,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.49882445517070534,0.03526756466358788,1602086222284.0,angry_img_idx
1589,s0cslArU,10/07/20,angry,7,6,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.5047023826146366,0.04702341955145034,1602086227876.0,angry_img_idx
1590,s0cslArU,10/07/20,angry,7,7,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.49882445517070534,0.01959309147977112,1602086232325.0,angry_img_idx
1591,s0cslArU,10/07/20,angry,7,8,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.5850340576816978,0.043104801255496206,1602086238612.0,angry_img_idx
1592,s0cslArU,10/07/20,angry,7,9,Extremely familiar,Very negative,2,-2,Vladimir Putin,J,111,True,0.6222609314932627,0.027430328071679444,1602086248211.0,angry_img_idx
1593,KB0thcSB,10/07/20,happy,0,0,Moderately familiar,Slightly Positive,1,1,Hillary Clinton,L,100,True,0.08305902170910012,0.09012821175330982,1602085952948.0,happy_img_idx
