,usertoken,date,inst_credibleCertainChoice,inst_credibleCertainUncertainty,inst_nCredibleNCertain,inst_nCredibleNCertainUncertainty,preq_gender,preq_race,preq_education,preq_age,postq_economic,postq_social,postq_attention1,postq_attention2,account_index,condition_account,condition_accAlias,condition_block,condition_emotionSort,condition_showImage,condition_credibleLabel,condition_politicalLabel,count_tweets,sourceComment,credibility_choice,credibility_uncertainty,credibility_time,politicalOrientation_choice,politicalOrientation_uncertainty,politicalOrientation_time,credibility_choice_binary,accuracy,condition_showImage_cat
106,iCH8HoPE,09/12/20,0.9735426906073058,0.03258788545358282,0.05904517837481526,0.4419528402239685,Female,Hispanic/Latino,Undergraduate,23,Slightly liberal,Very liberal,"Given our current pandemic, I would stay at home and find another reasonable way to conduct my interview. ",Look around until I find an employee who can check me out or who can find me someone who can. ,6,Jerusalem_Post,H,True,angry,False,1,right,6,Facts and statements in titles,0.8642568983826822,0.02875564441848466,1599943900558.0,-0.06705903214603981,0.11502257767393809,1599943908889.0,1,True,without image
107,iCH8HoPE,09/12/20,0.9735426906073058,0.03258788545358282,0.05904517837481526,0.4419528402239685,Female,Hispanic/Latino,Undergraduate,23,Slightly liberal,Very liberal,"Given our current pandemic, I would stay at home and find another reasonable way to conduct my interview. ",Look around until I find an employee who can check me out or who can find me someone who can. ,7,CNNPolitics,G,True,angry,False,1,left,9,Factual and objective titles,0.91457927611503,0.10064475546469565,1599944083051.0,3.7471497090546535e-05,0.8243285464592738,1599944089944.0,1,True,without image
108,94CdIm2s,09/13/20,0.978148689820711,0.024478604162578854,0.03368254977197901,0.5416135822547212,Male,White/Caucasian/European,Masters,29,Slightly Conservative,Moderate,"I would inform the employers of the situation, and let them know that I will try to make it in. If not feeling better than I would ask if a virtual interview was possible, and if an in person interview can be re-scheduled.","I would look for a bell to ring, or get the cashiers attention by speaking loudly and calling for the cashier. If they did not show up, I would put the item away and stop at the next store.",0,Jerusalem_Post,H,True,angry,False,1,right,6,Seems like the tweets were not very biased and did not lean left or right. ,0.8115175057931197,0.28755462478232774,1599968515153.0,0.00958507225501748,0.9201747261745261,1599968537826.0,1,True,without image
109,94CdIm2s,09/13/20,0.978148689820711,0.024478604162578854,0.03368254977197901,0.5416135822547212,Male,White/Caucasian/European,Masters,29,Slightly Conservative,Moderate,"I would inform the employers of the situation, and let them know that I will try to make it in. If not feeling better than I would ask if a virtual interview was possible, and if an in person interview can be re-scheduled.","I would look for a bell to ring, or get the cashiers attention by speaking loudly and calling for the cashier. If they did not show up, I would put the item away and stop at the next store.",1,nypost,F,True,angry,True,1,right,6,The images made it seem like the writer was expecting the faces of the tweeted individuals would look a certain way. The political orientation seems centered,0.37299666643560847,0.28276204770262225,1599968857014.0,0.004792495175311995,0.18211792902880752,1599968877381.0,0,False,with image
110,94CdIm2s,09/13/20,0.978148689820711,0.024478604162578854,0.03368254977197901,0.5416135822547212,Male,White/Caucasian/European,Masters,29,Slightly Conservative,Moderate,"I would inform the employers of the situation, and let them know that I will try to make it in. If not feeling better than I would ask if a virtual interview was possible, and if an in person interview can be re-scheduled.","I would look for a bell to ring, or get the cashiers attention by speaking loudly and calling for the cashier. If they did not show up, I would put the item away and stop at the next store.",2,veteranstoday,A,True,angry,False,0,left,11,"Based on the messages of the tweets, the writer seemed to be skewed to the right. Also, it seems as though some of their tweets were from emotion and may be un-credible",0.4281113028522213,0.3642358214931538,1599969163455.0,0.5942795491080064,0.32589524141997117,1599969157712.0,0,True,without image
111,94CdIm2s,09/13/20,0.978148689820711,0.024478604162578854,0.03368254977197901,0.5416135822547212,Male,White/Caucasian/European,Masters,29,Slightly Conservative,Moderate,"I would inform the employers of the situation, and let them know that I will try to make it in. If not feeling better than I would ask if a virtual interview was possible, and if an in person interview can be re-scheduled.","I would look for a bell to ring, or get the cashiers attention by speaking loudly and calling for the cashier. If they did not show up, I would put the item away and stop at the next store.",3,MotherJones,E,True,angry,False,1,left,10,"Some of the tweets seemed to be credible, while others came from emotion and seemed to be skewed to the left.",0.43290387993192675,0.33068778193521536,1599969400754.0,-0.9010045454656743,0.23318760362496316,1599969396714.0,0,False,without image
112,94CdIm2s,09/13/20,0.978148689820711,0.024478604162578854,0.03368254977197901,0.5416135822547212,Male,White/Caucasian/European,Masters,29,Slightly Conservative,Moderate,"I would inform the employers of the situation, and let them know that I will try to make it in. If not feeling better than I would ask if a virtual interview was possible, and if an in person interview can be re-scheduled.","I would look for a bell to ring, or get the cashiers attention by speaking loudly and calling for the cashier. If they did not show up, I would put the item away and stop at the next store.",4,InvestWatchBlog,D,True,angry,True,0,right,13,"Some of the tweets seemed to be about data rather than opinions. Some of the pictures seemed to take away merit. Based on some of the language used, the writers seems to be leaning towards the right",0.4976036705079505,0.35944335410683226,1599969681372.0,0.23483626813009684,0.8434937122860067,1599969688117.0,0,True,with image
113,94CdIm2s,09/13/20,0.978148689820711,0.024478604162578854,0.03368254977197901,0.5416135822547212,Male,White/Caucasian/European,Masters,29,Slightly Conservative,Moderate,"I would inform the employers of the situation, and let them know that I will try to make it in. If not feeling better than I would ask if a virtual interview was possible, and if an in person interview can be re-scheduled.","I would look for a bell to ring, or get the cashiers attention by speaking loudly and calling for the cashier. If they did not show up, I would put the item away and stop at the next store.",5,amlookout,B,True,angry,False,0,right,7,"the writer seems to be far right, and some of the tweets seemed to not be credible based on the language they used, as well as the way the tweets were worded.",0.3346560497979648,0.13898469874699704,1599969986374.0,0.9537228300859162,1.829115826013574,1599969975333.0,0,True,without image
114,94CdIm2s,09/13/20,0.978148689820711,0.024478604162578854,0.03368254977197901,0.5416135822547212,Male,White/Caucasian/European,Masters,29,Slightly Conservative,Moderate,"I would inform the employers of the situation, and let them know that I will try to make it in. If not feeling better than I would ask if a virtual interview was possible, and if an in person interview can be re-scheduled.","I would look for a bell to ring, or get the cashiers attention by speaking loudly and calling for the cashier. If they did not show up, I would put the item away and stop at the next store.",6,CNNPolitics,G,True,angry,True,1,left,11,Many of the tweets seemed to be credible as most were quotes by others. Some of the pictures had facial expressions that made the tweets seem left swinging,0.600644077721618,0.2348362769055678,1599970426525.0,-0.4984280616293002,0.6613755638704313,1599970420086.0,1,True,with image
115,94CdIm2s,09/13/20,0.978148689820711,0.024478604162578854,0.03368254977197901,0.5416135822547212,Male,White/Caucasian/European,Masters,29,Slightly Conservative,Moderate,"I would inform the employers of the situation, and let them know that I will try to make it in. If not feeling better than I would ask if a virtual interview was possible, and if an in person interview can be re-scheduled.","I would look for a bell to ring, or get the cashiers attention by speaking loudly and calling for the cashier. If they did not show up, I would put the item away and stop at the next store.",7,opednews,C,True,angry,True,0,left,9,"The pictures made the tweets seem less credible, and also made it apparent that the writer is left swinging",0.27954143166358264,0.3642358214931538,1599970633060.0,-0.5175983699481221,0.49842794316044564,1599970639417.0,0,True,with image
116,eBoh95H9,09/13/20,0.9659093877394216,0.0,0.011243830262307379,0.4355396308835461,Female,White/Caucasian/European,Undergraduate,28,Very liberal,Very liberal,"In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",0,InvestWatchBlog,D,True,angry,True,0,right,13,"Alarmist language (""out of control homicides"" ""what you need to do to be safe"")",0.21723792962741167,0.08626638743469828,1600026532145.0,0.4073690429994934,0.3834063126342824,1600026603145.0,0,True,with image
117,eBoh95H9,09/13/20,0.9659093877394216,0.0,0.011243830262307379,0.4355396308835461,Female,White/Caucasian/European,Undergraduate,28,Very liberal,Very liberal,"In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",1,opednews,C,True,angry,True,0,left,10,"Alarmist language, clear/strong opinions/writing in all caps. It is hard to assess the credibility (didn't write that for the last one, news source D, but it applies to both). Can a source be credible and opinionated?",0.2124453525477062,0.24442139450051725,1600026746830.0,-0.9249674308642017,0.15650637034967585,1600026732330.0,0,True,with image
118,eBoh95H9,09/13/20,0.9659093877394216,0.0,0.011243830262307379,0.4355396308835461,Female,White/Caucasian/European,Undergraduate,28,Very liberal,Very liberal,"In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",2,amlookout,B,True,angry,False,0,right,14,"Immature word choices like ""loony"" and ""blowhard."" Unequal timeline comparisons (decade v. month). Using all caps to instill emotion.",0.049497727267162825,0.11659380181248162,1600027054046.0,0.8962119051294506,1.7716049010571087,1600027055905.0,0,True,without image
119,eBoh95H9,09/13/20,0.9659093877394216,0.0,0.011243830262307379,0.4355396308835461,Female,White/Caucasian/European,Undergraduate,28,Very liberal,Very liberal,"In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",3,veteranstoday,A,True,angry,False,0,left,12,"Word choice and tone (""conned"" ""lying"" ""common-sense conservative""). Call to action (""time to rally...""). Choice of the quote when introducing what others have said. some of these sounded more straight-forward/less biased than others.",0.2340119494063808,0.3211026277758046,1600027331181.0,0.47446512211536995,0.46967255381113526,1600027323936.0,0,True,without image
120,eBoh95H9,09/13/20,0.9659093877394216,0.0,0.011243830262307379,0.4355396308835461,Female,White/Caucasian/European,Undergraduate,28,Very liberal,Very liberal,"In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",4,MotherJones,E,True,angry,False,1,left,12,"Tweets are trying to make us feel a certain way by asking rhetorical questions and making sweeping comparisons. (Comparing Trump's response to Al Franken v. Roy Moore instead of just presenting the info.) Word choice (""threatens"").",0.13576411013130346,0.15336248483280546,1600027590145.0,-0.8674565059077362,0.34820947182012496,1600027591869.0,0,False,without image
121,eBoh95H9,09/13/20,0.9659093877394216,0.0,0.011243830262307379,0.4355396308835461,Female,White/Caucasian/European,Undergraduate,28,Very liberal,Very liberal,"In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",5,CNNPolitics,G,True,angry,True,1,left,14,"Photos undermine some of the headlines by making the people appear awkward/embarrassing. Pro-Trump messaging, settting him apart from the wrongdoers (Trump: 1, Steve Bannon: 0; saying Hawaii did something wrong). Dark shading in Robert Muller photograph suggesting he has something to hide.",0.3562226466566394,0.5607315914544617,1600027924004.0,0.536768624151541,0.9999999180956065,1600027926939.0,0,False,with image
122,eBoh95H9,09/13/20,0.9659093877394216,0.0,0.011243830262307379,0.4355396308835461,Female,White/Caucasian/European,Undergraduate,28,Very liberal,Very liberal,"In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",6,nypost,F,True,angry,False,1,right,14,"Many of the headlines are more-or-less straightforward, but some add context or language to influence our ideas (Trump heads to Japan among concerns about N. Korea...). Some of the tweets exist to share the public reaction to the information rather than the information itself.",0.674929059021514,0.38819874345614225,1600028183634.0,-0.38819878879607467,1.3019323472459734,1600028178552.0,1,True,without image
123,eBoh95H9,09/13/20,0.9659093877394216,0.0,0.011243830262307379,0.4355396308835461,Female,White/Caucasian/European,Undergraduate,28,Very liberal,Very liberal,"In this situation, I would take some cold medicine and see if I feel better in a little while and am able to do the interview in person. If not, I would call the person that I was supposed to be interviewing with, inform them of the situation, and ask if it would be possible to reschedule. If it's not possible to reschedule, I would ask to do a phone interview and although I will not be on top of my game, at least I will not be spreading germs in person.","In this situation, you could re-assess why you are in a hurry and whether or not the object is worth the delay. If it is, wait for the cashier; if it is not, decide to return another time. Depending on the store and context, you might also leave a note and the money on the counter.",7,Jerusalem_Post,H,True,angry,True,1,right,10,"Alarmist word choice (""threatens,"" ""slams,"" ""must be a wake-up call""). Tweets about MeToo and sexual assualt accusations have up close and awkward photos of women (woman looking down makes her seem less credible). ",0.3178820300189957,0.4696725538111354,1600028424668.0,0.4409170825574318,0.6693120995959296,1600028428497.0,0,False,with image
124,QUAKrlFu,09/13/20,,,0.0032031658196111693,0.03992736706823401,Female,Middle Eastern,Masters,22,Slightly liberal,Slightly liberal,I would call in to ask if it were possible to reschedule and then go from there. ,Go to the next store,0,InvestWatchBlog,D,True,happy,True,0,right,6,Emotions seem to be involved and big claims are made with few facts to back up the statements ,0.12379903632436029,0.09105954065853422,1600028596889.0,-0.7524019273512794,0.3546529478279754,1600028605173.0,0,True,with image
125,QUAKrlFu,09/13/20,,,0.0032031658196111693,0.03992736706823401,Female,Middle Eastern,Masters,22,Slightly liberal,Slightly liberal,I would call in to ask if it were possible to reschedule and then go from there. ,Go to the next store,1,nypost,F,True,happy,False,1,right,6,Some tweets seemed sarcastic and were mocking certain individuals ,0.4760556987331416,0.1821190813170685,1600028722816.0,-0.09102206916144362,0.32589730340949075,1600028732428.0,0,False,without image
126,QUAKrlFu,09/13/20,,,0.0032031658196111693,0.03992736706823401,Female,Middle Eastern,Masters,22,Slightly liberal,Slightly liberal,I would call in to ask if it were possible to reschedule and then go from there. ,Go to the next store,2,CNNPolitics,G,True,happy,True,1,left,6,Would talk badly about the opposing political orientation ,0.39937398028384963,0.20128954749408412,1600028849984.0,-0.47443069797259607,0.3929938070526213,1600028845434.0,0,False,with image
127,QUAKrlFu,09/13/20,,,0.0032031658196111693,0.03992736706823401,Female,Middle Eastern,Masters,22,Slightly liberal,Slightly liberal,I would call in to ask if it were possible to reschedule and then go from there. ,Go to the next store,3,amlookout,B,True,happy,False,0,right,5,derogative remarks makes me believe they dislike the other political party ,0.0495136215766087,0.04313346662772674,1600028945974.0,0.8483289818423829,1.6566246857191531,1600028940827.0,0,True,without image
128,QUAKrlFu,09/13/20,,,0.0032031658196111693,0.03992736706823401,Female,Middle Eastern,Masters,22,Slightly liberal,Slightly liberal,I would call in to ask if it were possible to reschedule and then go from there. ,Go to the next store,4,veteranstoday,A,True,happy,False,0,left,5,"one of the tweets did not ""insult"" trumps position only questions it",0.09025078450279506,0.18610293256441,1600029061094.0,0.07192658254330175,0.3929938070526212,1600029068302.0,0,True,without image
129,QUAKrlFu,09/13/20,,,0.0032031658196111693,0.03992736706823401,Female,Middle Eastern,Masters,22,Slightly liberal,Slightly liberal,I would call in to ask if it were possible to reschedule and then go from there. ,Go to the next store,5,MotherJones,E,True,happy,False,1,left,6,Brings up democrats for positive tweets but brings down the republicans in one of them. ,0.4305259284038745,0.31151948120024864,1600029195269.0,-0.3210672245093194,0.48884602824362167,1600029198461.0,0,False,without image
130,QUAKrlFu,09/13/20,,,0.0032031658196111693,0.03992736706823401,Female,Middle Eastern,Masters,22,Slightly liberal,Slightly liberal,I would call in to ask if it were possible to reschedule and then go from there. ,Go to the next store,6,Jerusalem_Post,H,True,happy,True,1,right,6,Brought up Jewish news a lot so not sure which political orientation they're for but guessing far-right,0.41375180249309185,0.38340859224645985,1600029323704.0,0.052756152930978795,0.5463572439512054,1600029334196.0,0,False,with image
131,6bhDcuBP,09/13/20,0.9454231311302235,0.07641570141570142,0.07468629220891337,0.8247667604738527,Female,White/Caucasian/European,Undergraduate,21,Slightly liberal,Slightly liberal,"In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ",If there are any workers around you could ask if anyone is there and could help you.,0,Jerusalem_Post,H,False,mixed,True,1,right,7,Showing pictures of the President that did not look professional give the idea that the President is not a professional person which would be the ideas of the left.,0.09384524005510561,0.1294003998831802,1600037351532.0,-0.7883464828743851,0.42174945147110554,1600037376211.0,0,False,with image
132,6bhDcuBP,09/13/20,0.9454231311302235,0.07641570141570142,0.07468629220891337,0.8247667604738527,Female,White/Caucasian/European,Undergraduate,21,Slightly liberal,Slightly liberal,"In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ",If there are any workers around you could ask if anyone is there and could help you.,1,amlookout,B,False,mixed,True,0,right,7,Having tweets that were coming at the credibility of the Democratic Party and saying that the Democratic Party is attacking Trump show this is from the right. ,0.021956129008894404,0.060296988233540384,1600037741600.0,0.951370041008619,1.8986513595747307,1600037770512.0,0,True,with image
133,6bhDcuBP,09/13/20,0.9454231311302235,0.07641570141570142,0.07468629220891337,0.8247667604738527,Female,White/Caucasian/European,Undergraduate,21,Slightly liberal,Slightly liberal,"In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ",If there are any workers around you could ask if anyone is there and could help you.,2,nypost,F,False,mixed,False,1,right,7,There wasn't really a political stance these tweets took so it was hard to figure out the political stance they took.,0.5323688357193403,0.3067268737971678,1600037959502.0,0.04556724182635774,0.8339136881360498,1600037963841.0,1,True,without image
134,6bhDcuBP,09/13/20,0.9454231311302235,0.07641570141570142,0.07468629220891337,0.8247667604738527,Female,White/Caucasian/European,Undergraduate,21,Slightly liberal,Slightly liberal,"In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ",If there are any workers around you could ask if anyone is there and could help you.,3,MotherJones,E,False,mixed,False,1,left,8,Did not take a political stance on most issues,0.8127363687995641,0.2396303701540372,1600038446311.0,-0.09341837286298388,0.7476467548805964,1600038464994.0,1,True,without image
135,6bhDcuBP,09/13/20,0.9454231311302235,0.07641570141570142,0.07468629220891337,0.8247667604738527,Female,White/Caucasian/European,Undergraduate,21,Slightly liberal,Slightly liberal,"In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ",If there are any workers around you could ask if anyone is there and could help you.,4,veteranstoday,A,False,mixed,False,0,left,6,They did not take a political stance and mostly just tweeted information that seemed accurate.,0.9373441612796635,0.12460779248009946,1600038535327.0,-0.0023588322044498233,0.4313346662772676,1600038540353.0,1,False,without image
136,6bhDcuBP,09/13/20,0.9454231311302235,0.07641570141570142,0.07468629220891337,0.8247667604738527,Female,White/Caucasian/European,Undergraduate,21,Slightly liberal,Slightly liberal,"In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ",If there are any workers around you could ask if anyone is there and could help you.,5,opednews,C,False,mixed,True,0,left,7,Some of the pictures were not professional and showed the president and alliances in a negative light ,0.49642428019623475,0.26838601457252187,1600038652617.0,-0.5151678608987824,0.6997207539791743,1600038649605.0,0,True,with image
137,6bhDcuBP,09/13/20,0.9454231311302235,0.07641570141570142,0.07468629220891337,0.8247667604738527,Female,White/Caucasian/European,Undergraduate,21,Slightly liberal,Slightly liberal,"In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ",If there are any workers around you could ask if anyone is there and could help you.,6,InvestWatchBlog,D,False,mixed,False,0,right,6,It is not credible and this is shown through the wording and connotations used in the tweets,0.13218609927975158,0.28075692877525477,1600038960016.0,-0.14613705429687224,0.5080163847265594,1600038967473.0,0,True,without image
138,6bhDcuBP,09/13/20,0.9454231311302235,0.07641570141570142,0.07468629220891337,0.8247667604738527,Female,White/Caucasian/European,Undergraduate,21,Slightly liberal,Slightly liberal,"In the current times with a pandemic, I would say call the company you have an interview with and let them know you are feeling sick and then go get tested. ",If there are any workers around you could ask if anyone is there and could help you.,7,CNNPolitics,G,False,mixed,True,1,left,5,I found this to be a credible source because the tweets seemed factual ,0.8966069983534771,0.16774125910782622,1600039096413.0,0.016811597407873302,0.8147432585237269,1600039100737.0,1,True,with image
139,TNcnZMat,09/14/20,0.9866473911044834,0.004021879021878894,0.10987773365035482,0.9524614194185117,Male,White/Caucasian/European,Undergraduate,20,Very liberal,Very liberal,"At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",0,nypost,F,True,happy,False,1,right,5,"I mainly came to this decision based on the reporting over Mindy Kaling's tweet
",0.3754109432684459,0.16774125910782622,1600089044074.0,-0.5079789497941614,0.4217495246004912,1600089055186.0,0,False,without image
140,TNcnZMat,09/14/20,0.9866473911044834,0.004021879021878894,0.10987773365035482,0.9524614194185117,Male,White/Caucasian/European,Undergraduate,20,Very liberal,Very liberal,"At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",1,Jerusalem_Post,H,True,happy,True,1,right,7,The use of high quality photos for subjects that were pro-israel led me to believe the account was right-leaning,0.24840682880445972,0.17732651047868037,1600089178263.0,0.977729381725563,1.9537663447101594,1600089181696.0,0,False,with image
141,TNcnZMat,09/14/20,0.9866473911044834,0.004021879021878894,0.10987773365035482,0.9524614194185117,Male,White/Caucasian/European,Undergraduate,20,Very liberal,Very liberal,"At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",2,veteranstoday,A,True,happy,True,0,left,7,The tweets didnt seem to take a stance based on quality of photo or the tone of the tweet,0.8067456095457132,0.10064475546469565,1600089314777.0,0.004830078900171397,0.4505050958895902,1600089322784.0,1,False,with image
142,TNcnZMat,09/14/20,0.9866473911044834,0.004021879021878894,0.10987773365035482,0.9524614194185117,Male,White/Caucasian/European,Undergraduate,20,Very liberal,Very liberal,"At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",3,MotherJones,E,True,happy,False,1,left,5,The tweets seemed to take a very anti-trump stance,0.5575300245855143,0.2971416589910063,1600089413318.0,-0.8290836458005715,0.4968136576089195,1600089418856.0,1,True,without image
143,TNcnZMat,09/14/20,0.9866473911044834,0.004021879021878894,0.10987773365035482,0.9524614194185117,Male,White/Caucasian/European,Undergraduate,20,Very liberal,Very liberal,"At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",4,opednews,C,True,happy,False,0,left,5,The tweets didnt seem to take a stance and were objective,0.7444417133056634,0.25400819236327954,1600089489709.0,3.7471497090546535e-05,0.1917042961232297,1600089493943.0,1,False,without image
144,TNcnZMat,09/14/20,0.9866473911044834,0.004021879021878894,0.10987773365035482,0.9524614194185117,Male,White/Caucasian/European,Undergraduate,20,Very liberal,Very liberal,"At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",5,amlookout,B,True,happy,True,0,right,5,The tweets directly attacked leftist figures,0.09983599930895655,0.04313346662772671,1600089610818.0,0.9681441669194015,1.9058402706793518,1600089624310.0,0,True,with image
145,TNcnZMat,09/14/20,0.9866473911044834,0.004021879021878894,0.10987773365035482,0.9524614194185117,Male,White/Caucasian/European,Undergraduate,20,Very liberal,Very liberal,"At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",6,CNNPolitics,G,True,happy,True,1,left,5,The tweets didnt take a stance. All photos were high quality and didnt seem to be out of context,0.9840720834597008,0.9625053501458375,1600089709441.0,0.004830078900171397,0.07668171844929184,1600089712440.0,1,True,with image
146,TNcnZMat,09/14/20,0.9866473911044834,0.004021879021878894,0.10987773365035482,0.9524614194185117,Male,White/Caucasian/European,Undergraduate,20,Very liberal,Very liberal,"At this point in the global pandemic, I would contact the employer and request we move the interview online.","Search the aisles for the cashier, and politely ask them to check me out.",7,InvestWatchBlog,D,True,happy,False,0,right,5,The tweets were condescending towards the left.,0.02794688826274534,0.11181751781665841,1600089828001.0,0.9681441669194015,0.009585214806161257,1600089831143.0,0,True,without image
147,cI54GMP9,09/14/20,0.9732828400247586,0.8561735883983167,0.028332355784869864,0.0687148582712996,Female,White/Caucasian/European,Undergraduate,20,Slightly Conservative,Slightly Conservative,"In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",0,Jerusalem_Post,H,True,angry,True,1,right,6,"The poor quality photographs that are not credited, the lack of a link to a news article, and the lack of explanatory information leads me to believe it's not credible and biased. ",0.030327418948340974,0.07106432412583741,1600096116437.0,-0.3163101691649541,0.41216155572574664,1600096131507.0,0,False,with image
148,cI54GMP9,09/14/20,0.9732828400247586,0.8561735883983167,0.028332355784869864,0.0687148582712996,Female,White/Caucasian/European,Undergraduate,20,Slightly Conservative,Slightly Conservative,"In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",1,veteranstoday,A,True,angry,True,0,left,5,"Like the first account, this account lacks explanatory information--and does not incorporate credited articles or photographs in their posts. ",0.049497727267162825,0.11659380181248162,1600096226207.0,-0.4217468283540127,0.20128816421870638,1600096229723.0,0,True,with image
149,cI54GMP9,09/14/20,0.9732828400247586,0.8561735883983167,0.028332355784869864,0.0687148582712996,Female,White/Caucasian/European,Undergraduate,20,Slightly Conservative,Slightly Conservative,"In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",2,CNNPolitics,G,True,angry,True,1,left,6,"The lack of information, a linked article, and credited photographs contribute to the bias and not credible tendency of this account. Also the chosen language incorporates trigger words that play to highlight the account's political affiliation in a positive light.  ",0.0399125731077519,0.08064947371469065,1600096318111.0,0.49842800751389715,0.15336246655057462,1600096315130.0,0,False,with image
150,cI54GMP9,09/14/20,0.9732828400247586,0.8561735883983167,0.028332355784869864,0.0687148582712996,Female,White/Caucasian/European,Undergraduate,20,Slightly Conservative,Slightly Conservative,"In that situation, I would contact the company and ask to reschedule to interview. ","In that situation, I would return the item to the shelf and be on my way--stopping by later when I had more time and the cashier was available. ",3,amlookout,B,True,angry,False,0,right,5,The chosen language and syntax cater to right wing politics.,0.11899009035233435,0.14856990775310003,1600096634740.0,0.8770415968106287,1.6326201657456503,1600096637859.0,0,True,without image
